Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Dwight Waller,,0.1,0,-0.1,NA
Dennis Bell,22.1,0.1,0,0,NA
Doug Edwards,18.1,0.2,0.1,0,NA
Victor Claver,13.2,0.2,0.1,-0.1,NA
Jacky Dorsey,-1.1,0.2,0.2,-0.1,NA
Luke Jackson,-8.0,0.1,0.1,0,0
Jackie Robinson,-12.0,0.2,0.1,0,NA
Johnny Taylor,-16.8,0.2,0,-0.1,NA
Easy Parham,-20.0,0.3,0.1,0,NA
Alando Tucker,-21.6,0.2,0.1,0,NA
Pops Mensah-Bonsu,-23.6,0.3,0,0,0
