Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Dwight Waller,,0.1,0,-0.1
Brian Cardinal,23.6,0.2,0,0
Dennis Bell,22.1,0.1,0,0
Doug Edwards,18.1,0.2,0.1,0
Victor Claver,13.2,0.2,0.1,-0.1
Luke Jackson,12.4,0.1,0.1,0
Jacky Dorsey,-1.1,0.2,0.2,-0.1
Etdrick Bohannon,-3.5,0.1,0,-0.1
Ben Davis,-3.6,0.1,0.1,0
David Thirdkill,-6.8,0.3,0,0
Jackie Robinson,-12.0,0.2,0.1,0
