Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,ATL,NBA,NA,11,NA,29,2.5,11.2,0.222,NA,NA,NA,2.5,11.2,0.222,3.7,8.7,0.429,NA,NA,12.4,1.2,NA,NA,9.9,8.7
1969-70,24,DNR,ABA,NA,7,NA,87,4.1,9.9,0.417,0,0.4,0,4.1,9.5,0.435,3.7,7.9,0.474,6.6,9.1,15.7,1.7,NA,6.6,5,12
1971-72,26,DNR,ABA,NA,2,NA,10,7.2,14.4,0.5,0,0,NA,7.2,14.4,0.5,0,0,NA,3.6,14.4,18,3.6,NA,3.6,10.8,14.4
Career,NA,,TOT,NA,20,NA,126,4,10.6,0.378,0,0.4,0,4,10.3,0.389,3.4,7.4,0.462,6.3,9.6,15.1,1.7,NA,6.3,6.6,11.4
,NA,,NBA,NA,11,NA,29,2.5,11.2,0.222,NA,NA,NA,2.5,11.2,0.222,3.7,8.7,0.429,NA,NA,12.4,1.2,NA,NA,9.9,8.7
,NA,,ABA,NA,9,NA,97,4.5,10.4,0.429,0,0.4,0,4.5,10,0.444,3.3,7.1,0.474,6.3,9.6,16,1.9,NA,6.3,5.6,12.2
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,NA,11,NA,29,2.5,11.2,0.222,NA,NA,NA,2.5,11.2,0.222,3.7,8.7,0.429,NA,NA,12.4,1.2,NA,NA,9.9,8.7
2 seasons,NA,DNR,ABA,NA,9,NA,97,4.5,10.4,0.429,0,0.4,0,4.5,10,0.444,3.3,7.1,0.474,6.3,9.6,16,1.9,NA,6.3,5.6,12.2
