,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,INA,ABA,,15,,2,,,,13,17,,,,,,,,,37
1968-69,26,INA,ABA,,18,,2,,,,17,19,,,,,,,,,46
1969-70,27,INA,ABA,,15,,4,,,,13,15,,,,,,,,,37
1970-71,28,INA,ABA,,15,,5,,,,15,20,,,,,,,,,39
1971-72,29,INA,ABA,,15,,4,,,,14,17,,,,,,,,,36
1972-73,30,INA,ABA,,16,,4,,,,10,11,,,,,,,,,40
1973-74,31,INA,ABA,,11,,5,,,,9,10,,,,,,,,,32
1974-75,32,TOT,ABA,,9,,3,,,,6,7,,,,,,,,,23
1974-75,32,MMS,ABA,,7,,3,,,,4,4,,,,,,,,,19
1974-75,32,UTS,ABA,,9,,3,,,,6,7,,,,,,,,,23
1974-75,32,INA,ABA,,6,,1,,,,2,2,,,,,,,,,14
Career,,,,,18,,5,,,,17,20,,,,,,,,,46
8 Seasons,,INA,ABA,,18,,5,,,,17,20,,,,,,,,,46
1 Season,,UTS,ABA,,9,,3,,,,6,7,,,,,,,,,23
1 Season,,MMS,ABA,,7,,3,,,,4,4,,,,,,,,,19
