Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,INA,ABA,SF,1,NA,27:00,5,15,0.333,0,1,0,2,2,1,2,4,2,NA,NA,3,3,12
1969-70,27,INA,ABA,SF,1,NA,28:00,5,10,0.5,0,0,NA,5,6,0.833,NA,6,2,NA,NA,NA,4,15
1970-71,28,INA,ABA,SF,1,NA,28:00,3,11,0.273,0,2,0,6,8,0.75,1,3,3,NA,NA,4,4,12
1971-72,29,INA,ABA,SF,1,NA,25:00,2,7,0.286,0,2,0,0,1,0,1,6,2,NA,NA,2,3,4
Career,NA,,ABA,,4,NA,108,15,43,0.349,0,5,0,13,17,0.765,4,19,9,NA,NA,9,14,43
