,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,INA,ABA,,12,,0,,,,8,14,,,,,,,,,32
1968-69,26,INA,ABA,,17,,1,,,,16,19,,,,,,,,,44
1969-70,27,INA,ABA,,18,,7,,,,14,16,,,,,,,,,53
1970-71,28,INA,ABA,,11,,3,,,,12,13,,,,,,,,,30
1971-72,29,INA,ABA,,13,,3,,,,10,10,,,,,,,,,32
1972-73,30,INA,ABA,,8,,3,,,,7,8,,,,,,,,,23
1973-74,31,INA,ABA,,11,,2,,,,12,15,,,,,,,,,29
1974-75,32,TOT,ABA,,5,,1,,,,4,5,,,,,,,,,12
1974-75,32,INA,ABA,,5,,1,,,,4,5,,,,,,,,,12
Career,,,,,18,,7,,,,16,19,,,,,,,,,53
