Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1972-73,22,KCO,NBA,PF,74,1634,11.7,0.456,0.183,NA,NA,16.2,6.2,NA,NA,NA,-0.2,0.2,0,0,NA,NA,NA,NA,NA
1973-74,23,TOT,NBA,PF,48,591,10.9,0.425,0.188,8.7,23,15.9,8.3,1.4,2.2,NA,-0.5,0.7,0.2,0.013,NA,-3.4,0,-3.4,-0.2
1973-74,23,KCO,NBA,PF,12,170,11.4,0.459,0.421,8,26.5,17.2,6.6,0.8,0.6,NA,-0.2,0.2,0,0.005,NA,-3.4,-0.8,-4.3,-0.1
1973-74,23,HOU,NBA,PF,36,421,10.7,0.41,0.097,9,21.6,15.4,9,1.6,2.8,NA,-0.3,0.5,0.1,0.017,NA,-3.3,0.3,-3.1,-0.1
1974-75,24,HOU,NBA,PF,77,1578,11.4,0.452,0.206,9.7,17.3,13.4,11,1.7,0.8,NA,0.2,1.4,1.6,0.048,NA,-1.5,-0.3,-1.8,0.1
1975-76,25,HOU,NBA,PF,65,1049,10.5,0.44,0.2,9.7,21.3,15.7,9.1,1.4,1,NA,-0.1,0.9,0.7,0.033,NA,-2,-0.2,-2.2,-0.1
Career,NA,,NBA,,264,4852,11.3,0.448,0.194,9.5,19.6,15.1,8.7,1.5,1.1,NA,-0.6,3,2.5,0.024,NA,-2,-0.2,-2.2,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,178,3048,11,0.441,0.187,9.6,19.3,14.5,10.1,1.6,1.1,NA,-0.2,2.7,2.5,0.039,NA,-1.9,-0.2,-2.1,-0.1
2 seasons,NA,KCO,NBA,,86,1804,11.7,0.456,0.203,8,26.5,16.3,6.3,0.8,0.6,NA,-0.3,0.3,0,0,NA,-3.4,-0.8,-4.3,-0.1
