Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,KCO,NBA,PF,74,NA,1634,273,634,0.431,79,116,0.681,NA,NA,507,76,NA,NA,226,625
1973-74,23,TOT,NBA,PF,48,NA,591,81,202,0.401,24,38,0.632,48,129,177,37,18,24,95,186
1973-74,23,KCO,NBA,PF,12,NA,170,24,57,0.421,14,24,0.583,13,43,56,8,3,2,27,62
1973-74,23,HOU,NBA,PF,36,NA,421,57,145,0.393,10,14,0.714,35,86,121,29,15,22,68,124
1974-75,24,HOU,NBA,PF,77,NA,1578,196,470,0.417,71,97,0.732,137,243,380,130,56,22,197,463
1975-76,25,HOU,NBA,PF,65,NA,1049,115,280,0.411,38,56,0.679,91,213,304,75,32,21,137,268
Career,NA,,NBA,,264,NA,4852,665,1586,0.419,212,307,0.691,276,585,1368,318,106,67,655,1542
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,178,NA,3048,368,895,0.411,119,167,0.713,263,542,805,234,103,65,402,855
2 seasons,NA,KCO,NBA,,86,NA,1804,297,691,0.43,93,140,0.664,13,43,563,84,3,2,253,687
