,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,KCO,NBA,,13,,5,7,,,,,,,,26
1973-74,23,TOT,NBA,,6,,3,4,,,,,,,,15
1973-74,23,KCO,NBA,,6,,3,4,,,,,,,,15
1973-74,23,HOU,NBA,,6,,2,3,,,,,,,,13
1974-75,24,HOU,NBA,,8,,8,9,,,,,,,,16
1975-76,25,HOU,NBA,,7,,9,9,,,,,,,,21
Career,,,,,13,,9,9,,,,,,,,26
3 Seasons,,HOU,NBA,,8,,9,9,,,,,,,,21
2 Seasons,,KCO,NBA,,13,,5,7,,,,,,,,26
