,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1986-87,18,JACKSONVIL,21,186,28,65,2,12,13,22,,28,17,11,0,10,11,71,.431,.167,.591,8.9,3.4,1.3,0.8
1987-88,19,JACKSONVIL,28,764,108,239,12,45,54,66,,125,56,46,5,67,74,282,.452,.267,.818,27.3,10.1,4.5,2.0
1988-89,20,JACKSONVIL,30,1133,219,447,43,101,108,131,,228,112,56,12,88,71,589,.490,.426,.824,37.8,19.6,7.6,3.7
1989-90,21,JACKSONVIL,29,1052,231,466,30,80,69,101,,192,151,88,16,82,77,561,.496,.375,.683,36.3,19.3,6.6,5.2
Career,,,108,3135,586,1217,87,238,244,320,,573,336,201,33,247,233,1503,.482,.366,.763,29.0,13.9,5.3,3.1
