Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1986-87,23,LAL,NBA,SF,32,219,18.8,0.576,0.021,0.563,12.6,14.2,13.5,10,3.5,0.8,16.7,26.6,NA,0.4,0.4,0.7,0.158,NA,-0.9,0.5,-0.4,0.1
1987-88,24,NJN,NBA,SF,20,308,10.4,0.461,0.037,0.172,7.3,10.9,9,8.3,2.5,2.2,16.8,23.7,NA,-0.5,0.3,-0.1,-0.021,NA,-3.8,-0.4,-4.3,-0.2
1988-89,25,POR,NBA,SF,67,811,15.7,0.509,0.071,0.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,NA,0.7,0.8,1.5,0.087,NA,-0.4,-1,-1.4,0.1
1989-90,26,MIN,NBA,SF,11,91,16.9,0.46,0.016,0.361,9.9,16.9,13.2,8.8,3.5,0,10.2,38.1,NA,-0.1,0.1,0,0.014,NA,-0.9,-1.1,-2,0
Career,NA,,NBA,,130,1429,15.1,0.506,0.054,0.301,8.8,11,9.9,10,2.8,0.7,13.2,26.5,NA,0.5,1.6,2.1,0.07,NA,-1.2,-0.7,-1.9,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,POR,NBA,,67,811,15.7,0.509,0.071,0.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,NA,0.7,0.8,1.5,0.087,NA,-0.4,-1,-1.4,0.1
1 season,NA,LAL,NBA,,32,219,18.8,0.576,0.021,0.563,12.6,14.2,13.5,10,3.5,0.8,16.7,26.6,NA,0.4,0.4,0.7,0.158,NA,-0.9,0.5,-0.4,0.1
1 season,NA,NJN,NBA,,20,308,10.4,0.461,0.037,0.172,7.3,10.9,9,8.3,2.5,2.2,16.8,23.7,NA,-0.5,0.3,-0.1,-0.021,NA,-3.8,-0.4,-4.3,-0.2
1 season,NA,MIN,NBA,,11,91,16.9,0.46,0.016,0.361,9.9,16.9,13.2,8.8,3.5,0,10.2,38.1,NA,-0.1,0.1,0,0.014,NA,-0.9,-1.1,-2,0
