,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1991-92,22,TOT,NBA,,4,8,1,1,4,8,5,6,3,4,4,6,3,1,6,4,12,12.0
1991-92,22,LAC,NBA,,3,4,0,1,3,4,1,2,1,2,2,3,3,1,6,3,7,4.9
1991-92,22,CHH,NBA,,4,8,1,1,4,8,5,6,3,4,4,6,3,1,4,4,12,12.0
1993-94,24,PHO,NBA,,5,9,0,1,5,9,3,4,2,3,3,17,3,1,8,4,10,13.6
1994-95,25,PHO,NBA,,11,19,3,5,10,15,9,10,3,4,5,16,6,1,5,5,24,22.6
1995-96,26,PHO,NBA,,14,22,2,4,12,20,8,10,3,7,7,14,6,1,6,6,35,36.2
1996-97,27,MIL,NBA,45:42,8,17,3,5,7,12,6,6,2,5,5,7,6,1,5,5,19,20.3
1997-98,28,MIL,NBA,50:48,11,17,2,3,11,17,8,8,2,4,5,16,4,1,5,6,25,20.7
1998-99,29,TOT,NBA,23:34,5,7,2,3,5,7,2,3,1,4,4,8,3,0,4,3,10,10.6
1998-99,29,MIL,NBA,23:34,5,7,1,1,5,7,1,2,1,4,4,8,2,0,2,1,10,10.6
1998-99,29,NJN,NBA,17:19,4,7,2,3,3,5,2,3,1,3,4,4,3,0,4,3,10,9.2
1999-00,30,NJN,NBA,45:23,8,18,1,3,8,17,4,6,3,4,5,9,4,1,5,5,20,18.3
2000-01,31,TOT,NBA,42:28,8,15,1,1,8,15,2,4,2,5,5,5,3,1,4,5,18,13.2
2000-01,31,ORL,NBA,15:18,2,4,0,1,2,4,0,0,1,2,3,2,1,0,3,1,4,3.7
2000-01,31,PHO,NBA,42:28,8,15,1,1,8,15,2,4,2,5,5,5,3,1,4,5,18,13.2
2001-02,32,MEM,NBA,25:56,3,7,0,0,3,7,1,2,0,3,3,4,2,0,4,4,7,4.9
Career,,,,50:48,14,22,3,5,12,20,9,10,3,7,7,17,6,1,8,6,35,36.2
4 Seasons,,PHO,NBA,42:28,14,22,3,5,12,20,9,10,3,7,7,17,6,1,8,6,35,36.2
3 Seasons,,MIL,NBA,50:48,11,17,3,5,11,17,8,8,2,5,5,16,6,1,5,6,25,20.7
2 Seasons,,NJN,NBA,45:23,8,18,2,3,8,17,4,6,3,4,5,9,4,1,5,5,20,18.3
1 Season,,CHH,NBA,,4,8,1,1,4,8,5,6,3,4,4,6,3,1,4,4,12,12.0
1 Season,,LAC,NBA,,3,4,0,1,3,4,1,2,1,2,2,3,3,1,6,3,7,4.9
1 Season,,ORL,NBA,15:18,2,4,0,1,2,4,0,0,1,2,3,2,1,0,3,1,4,3.7
1 Season,,MEM,NBA,25:56,3,7,0,0,3,7,1,2,0,3,3,4,2,0,4,4,7,4.9
