,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,24,CHI,NBA,,0,0,,,,,0,0,,,1,0,,,,2,0
1971-72,25,NYA,ABA,,12,,0,,,,2,3,,,,,,,,,25
1972-73,26,NYA,ABA,,10,,0,,,,6,8,,,,,,,,,26
1973-74,27,TOT,ABA,,5,,0,,,,4,4,,,,,,,,,10
1973-74,27,INA,ABA,,5,,0,,,,4,4,,,,,,,,,10
Career,,,TOT,,12,,,,,,6,8,,,,,,,,,26
,,,NBA,,0,0,,,,,0,0,,,1,0,,,,2,0
,,,ABA,,12,,0,,,,6,8,,,,,,,,,26
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,NYA,ABA,,12,,0,,,,6,8,,,,,,,,,26
1 Season,,INA,ABA,,5,,0,,,,4,4,,,,,,,,,10
1 Season,,CHI,NBA,,0,0,,,,,0,0,,,1,0,,,,2,0
