Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,CHI,NBA,SF,3,NA,13,3,11,0.273,NA,NA,NA,3,11,0.273,0.273,0,0,NA,NA,NA,4,0,NA,NA,NA,1,6
1970-71,24,CHI,NBA,SF,62,NA,543,123,293,0.42,NA,NA,NA,123,293,0.42,0.42,40,58,0.69,NA,NA,125,31,NA,NA,NA,55,286
1971-72,25,NYA,ABA,SF,44,NA,551,103,170,0.606,0,0,NA,103,170,0.606,0.606,41,52,0.788,54,81,135,17,NA,NA,24,75,247
1972-73,26,NYA,ABA,SF,75,NA,1071,221,438,0.505,0,2,0,221,436,0.507,0.505,107,143,0.748,75,126,201,31,NA,NA,76,99,549
1973-74,27,TOT,ABA,SF,60,NA,1219,180,400,0.45,0,0,NA,180,400,0.45,0.45,50,61,0.82,81,120,201,62,36,16,47,101,410
1973-74,27,MMT,ABA,SF,47,NA,1106,163,364,0.448,0,0,NA,163,364,0.448,0.448,48,57,0.842,69,107,176,60,30,14,41,84,374
1973-74,27,INA,ABA,SF,13,NA,113,17,36,0.472,0,0,NA,17,36,0.472,0.472,2,4,0.5,12,13,25,2,6,2,6,17,36
Career,NA,,TOT,,244,NA,3397,630,1312,0.48,0,2,0,630,1310,0.481,0.48,238,314,0.758,210,327,666,141,36,16,147,331,1498
,NA,,ABA,,179,NA,2841,504,1008,0.5,0,2,0,504,1006,0.501,0.5,198,256,0.773,210,327,537,110,36,16,147,275,1206
,NA,,NBA,,65,NA,556,126,304,0.414,NA,NA,NA,126,304,0.414,0.414,40,58,0.69,NA,NA,129,31,NA,NA,NA,56,292
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYA,ABA,,119,NA,1622,324,608,0.533,0,2,0,324,606,0.535,0.533,148,195,0.759,129,207,336,48,NA,NA,100,174,796
2 seasons,NA,CHI,NBA,,65,NA,556,126,304,0.414,NA,NA,NA,126,304,0.414,0.414,40,58,0.69,NA,NA,129,31,NA,NA,NA,56,292
1 season,NA,MMT,ABA,,47,NA,1106,163,364,0.448,0,0,NA,163,364,0.448,0.448,48,57,0.842,69,107,176,60,30,14,41,84,374
1 season,NA,INA,ABA,,13,NA,113,17,36,0.472,0,0,NA,17,36,0.472,0.472,2,4,0.5,12,13,25,2,6,2,6,17,36
