Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,24,CHI,NBA,SF,2,NA,2.5,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0.5,0,NA,NA,NA,1,0
1971-72,25,NYA,ABA,SF,17,NA,17.8,3.5,6.3,0.551,0,0,NA,3.5,6.3,0.551,0.551,0.6,0.9,0.625,NA,NA,4.2,0.4,NA,NA,1.2,2,7.5
1972-73,26,NYA,ABA,SF,5,NA,38.2,8.2,15.6,0.526,0,0,NA,8.2,15.6,0.526,0.526,2.4,3.4,0.706,2,2.2,4.2,0.8,NA,NA,1.6,4,18.8
1973-74,27,INA,ABA,SF,11,NA,9.7,1.5,2.9,0.531,0,0,NA,1.5,2.9,0.531,0.531,0.5,0.5,1,0.7,1.1,1.8,0.2,0.5,0.1,0.5,1.1,3.6
Career,NA,,TOT,,35,NA,17.3,3.3,6.2,0.539,0,0,NA,3.3,6.2,0.539,0.539,0.8,1.1,0.718,1.1,1.4,3.3,0.4,0.5,0.1,1,1.9,7.5
,NA,,ABA,,33,NA,18.2,3.5,6.6,0.539,0,0,NA,3.5,6.6,0.539,0.539,0.8,1.2,0.718,1.1,1.4,3.4,0.4,0.5,0.1,1,2,7.9
,NA,,NBA,,2,NA,2.5,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0.5,0,NA,NA,NA,1,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYA,ABA,,22,NA,22.4,4.5,8.4,0.541,0,0,NA,4.5,8.4,0.541,0.541,1,1.5,0.667,2,2.2,4.2,0.5,NA,NA,1.3,2.5,10.1
1 season,NA,INA,ABA,,11,NA,9.7,1.5,2.9,0.531,0,0,NA,1.5,2.9,0.531,0.531,0.5,0.5,1,0.7,1.1,1.8,0.2,0.5,0.1,0.5,1.1,3.6
1 season,NA,CHI,NBA,,2,NA,2.5,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0.5,0,NA,NA,NA,1,0
