Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1968-69,22,SEA,NBA,SG,80,NA,2556,416,1054,0.395,161,251,0.641,301,258,326,993
1969-70,23,TOT,NBA,SG,81,NA,1553,285,723,0.394,86,134,0.642,161,231,220,656
1969-70,23,SEA,NBA,SG,5,NA,178,28,73,0.384,4,9,0.444,19,20,11,60
1969-70,23,PHO,NBA,SG,76,NA,1375,257,650,0.395,82,125,0.656,142,211,209,596
1970-71,24,PHO,NBA,PG,56,NA,952,199,484,0.411,69,113,0.611,100,132,137,467
1971-72,25,PHO,NBA,SG,21,NA,145,23,70,0.329,9,21,0.429,13,18,26,55
Career,NA,,NBA,,238,NA,5206,923,2331,0.396,325,519,0.626,575,639,709,2171
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHO,NBA,,153,NA,2472,479,1204,0.398,160,259,0.618,255,361,372,1118
2 seasons,NA,SEA,NBA,,85,NA,2734,444,1127,0.394,165,260,0.635,320,278,337,1053
