Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1968-69,22,SEA,NBA,SG,80,2556,9,0.426,0.238,NA,NA,NA,13.8,NA,-1.6,1.2,-0.4,-0.007
1969-70,23,TOT,NBA,SG,81,1553,9.3,0.419,0.185,NA,NA,NA,20,NA,-2,0.6,-1.4,-0.044
1969-70,23,SEA,NBA,SG,5,178,7.6,0.39,0.123,NA,NA,NA,14.4,NA,-0.3,0.1,-0.2,-0.066
1969-70,23,PHO,NBA,SG,76,1375,9.5,0.423,0.192,NA,NA,NA,20.7,NA,-1.7,0.5,-1.2,-0.041
1970-71,24,PHO,NBA,PG,56,952,11.5,0.437,0.233,NA,NA,4.8,20.5,NA,-0.6,1.1,0.4,0.021
1971-72,25,PHO,NBA,SG,21,145,4.8,0.347,0.3,NA,NA,4.3,16.6,NA,-0.5,0.1,-0.4,-0.119
Career,NA,,NBA,,238,5206,9.4,0.424,0.223,NA,NA,4.8,17,NA,-4.7,3,-1.7,-0.016
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHO,NBA,,153,2472,10,0.424,0.215,NA,NA,4.8,20.4,NA,-2.8,1.7,-1.1,-0.022
2 seasons,NA,SEA,NBA,,85,2734,8.9,0.424,0.231,NA,NA,NA,13.9,NA,-1.9,1.3,-0.6,-0.011
