,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,26,DET,NBA,C,80,2760,,,,24%,76%,+0.6,+7.8,52,26,110,12,82,0,281,17,40
2001-02,27,DET,NBA,C,80,2921,,,,19%,81%,+3.5,+3.2,27,22,109,8,92,0,265,21,37
2002-03,28,DET,NBA,C,73,2873,,,,10%,90%,+5.1,+3.4,44,22,114,8,71,0,265,13,22
2003-04,29,DET,NBA,C,81,3050,,,,25%,75%,+7.5,+4.4,56,38,90,10,113,0,299,23,58
2004-05,30,DET,NBA,C,74,2671,,,,6%,94%,+7.2,+7.9,29,32,81,12,128,0,277,29,49
2005-06,31,DET,NBA,C,82,2890,,,,2%,98%,+11.8,+13.8,44,21,89,7,111,49,349,26,23
2006-07,32,CHI,NBA,C,77,2697,,,,2%,99%,+3.7,-5.1,50,25,84,10,110,45,407,18,28
2007-08,33,TOT,NBA,C-PF,72,2205,,,,39%,61%,-3.1,-2.0,36,16,69,9,71,32,239,11,29
2007-08,33,CHI,NBA,C,50,1627,,,,17%,83%,-4.3,-1.9,30,11,49,6,52,26,205,9,24
2007-08,33,CLE,NBA,PF,22,578,,,,99%,1%,+0.2,+0.4,6,5,20,3,19,6,34,2,5
2008-09,34,CLE,NBA,PF,56,1314,,,,96%,5%,+18.2,+11.8,11,14,54,3,22,11,92,2,12
2009-10,35,DET,NBA,C,69,1975,,,,2%,99%,-1.0,+9.6,32,17,68,7,59,30,224,12,18
2010-11,36,DET,NBA,C,54,1238,,,,31%,70%,-7.1,-4.6,20,16,44,1,24,14,156,5,14
2011-12,37,DET,NBA,C,62,980,,,,23%,77%,-4.8,+1.2,21,5,32,3,9,7,97,1,5
Career,,,NBA,,860,27574,,,,19%,81%,+4.2,+4.6,422,254,944,90,892,188,2951,178,335
,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,DET,NBA,,655,21358,,,,15%,85%,+4.1,+6.1,325,199,737,68,689,100,2213,147,266
2 seasons,,CHI,NBA,,127,4324,,,,7%,93%,+0.7,-3.9,80,36,133,16,162,71,612,27,52
2 seasons,,CLE,NBA,,78,1892,,,,97%,3%,+12.7,+8.3,17,19,74,6,41,17,126,4,17
