,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,27,DET,NBA,C,10,408,,,,9%,91%,-4.2,-26.1,5,7,13,2,16,0,27,3,6
2002-03,28,DET,NBA,C,17,722,,,,1%,99%,+2.4,+14.2,9,5,28,0,30,0,63,5,7
2003-04,29,DET,NBA,C,23,924,,,,7%,93%,+12.6,+27.7,11,15,30,4,41,0,95,6,21
2004-05,30,DET,NBA,C,25,979,,,,3%,97%,+5.3,-1.2,8,10,31,5,39,0,55,7,21
2005-06,31,DET,NBA,C,18,642,,,,,100%,+7.9,+16.3,4,5,22,2,25,17,69,5,11
2006-07,32,CHI,NBA,C,10,369,,,,,100%,+3.8,+12.2,9,0,10,1,20,10,30,2,3
2007-08,33,CLE,NBA,PF,13,304,,,,100%,,+4.7,+4.0,4,3,12,0,5,6,35,0,5
2008-09,34,CLE,NBA,PF,14,176,,,,81%,20%,-6.1,-22.1,1,2,7,0,3,8,8,0,1
Career,,,NBA,,130,4524,,,,13%,87%,+5.2,+8.0,51,47,153,14,179,41,382,28,75
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DET,NBA,,93,3675,,,,4%,96%,+6.0,+9.4,37,42,124,13,151,17,309,26,66
2 seasons,,CLE,NBA,,27,480,,,,93%,7%,+0.7,-5.6,5,5,19,0,8,14,43,0,6
1 season,,CHI,NBA,,10,369,,,,,100%,+3.8,+12.2,9,0,10,1,20,10,30,2,3
