,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,21,DET,NBA,SG,27,475,,17%,83%,,,+3.6,+9.0,7,0,25,2,10,4,64,2,8
2013-14,22,MIL,NBA,SF,82,2460,,19%,70%,11%,,-8.3,+1.7,54,36,113,13,45,13,372,5,35
2014-15,23,MIL,NBA,SF,79,2378,,1%,52%,46%,2%,+7.0,+15.5,56,34,71,9,51,10,403,13,33
2015-16,24,MIL,NBA,SG,79,2852,,2%,81%,17%,,-0.6,+12.4,75,67,79,24,107,6,704,20,42
2016-17,25,MIL,NBA,SF,29,889,,2%,96%,2%,,+5.3,+6.7,41,11,35,9,28,4,222,9,12
2017-18,26,MIL,NBA,SF,82,2982,,3%,74%,23%,,+1.2,+5.3,106,47,113,17,133,2,758,30,55
2018-19,27,MIL,NBA,SF,77,2393,,6%,84%,9%,,+9.8,+3.1,90,52,62,18,101,10,770,20,61
2019-20,28,MIL,NBA,SF,55,1653,,1%,79%,20%,1%,+12.8,+3.3,54,32,43,19,73,10,519,15,33
Career,,,NBA,,510,16082,,5%,75%,19%,,+3.1,+7.2,483,279,541,111,548,59,3812,114,279
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,MIL,NBA,,483,15607,,5%,74%,20%,,+3.0,+7.1,476,279,516,109,538,55,3748,112,271
1 season,,DET,NBA,,27,475,,17%,83%,,,+3.6,+9.0,7,0,25,2,10,4,64,2,8
