Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bob Peterson,,0.9,0.4,0.2
Brian Skinner,90.9,0.9,0.3,0.1
Jeff Adrien,84.5,1,0.2,0.1
Winston Bennett,84.0,1.1,0.3,0.2
Cartier Martin,83.1,0.8,0.4,0.1
Cal Bowdler,81.6,1,0.5,0.2
Kenny Dennard,80.4,1.1,0.3,0.1
Bob Love,80.1,1,0.6,0.2
Jamie Watson,79.4,0.8,0.3,0.1
Jim Tucker,78.8,1,0.3,0
Christian Wood,78.6,0.8,0.3,0.3
