Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,NA,ANA,ABA,NA,12,NA,78,3.7,15.2,0.242,0,2.3,0,3.7,12.9,0.286,5.1,6,0.846,NA,NA,7.4,0.5,3.2,7.8,12.5
Career,NA,,ABA,NA,12,NA,78,3.7,15.2,0.242,0,2.3,0,3.7,12.9,0.286,5.1,6,0.846,NA,NA,7.4,0.5,3.2,7.8,12.5
