Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,CHZ,NBA,SF,62,NA,17.3,2.1,4.7,0.44,2.6,3.6,0.729,NA,NA,4.5,1.2,NA,NA,2.2,6.8
1963-64,23,LAL,NBA,SF,80,NA,17.6,1.7,4,0.418,1.9,2.5,0.741,NA,NA,4,1,NA,NA,2.3,5.2
1964-65,24,LAL,NBA,SF,39,NA,6.1,0.9,2.2,0.424,0.5,0.7,0.769,NA,NA,1.9,0.6,NA,NA,1,2.4
1965-66,25,BOS,NBA,SF,75,NA,23.5,3.6,8.2,0.439,3,4.3,0.684,NA,NA,5.4,1.1,NA,NA,2.5,10.2
1966-67,26,BOS,NBA,SF,79,NA,15.2,2.9,6.4,0.446,1.8,2.4,0.742,NA,NA,3.7,0.8,NA,NA,1.8,7.5
1967-68,27,BOS,NBA,SF,82,NA,18.3,3.8,7.7,0.494,2.4,3.3,0.728,NA,NA,5.3,1.3,NA,NA,2.2,10
1968-69,28,BOS,NBA,SF,82,NA,21.6,4.6,9.4,0.485,2.5,3.2,0.776,NA,NA,5.6,1.1,NA,NA,2.4,11.6
1969-70,29,BOS,NBA,PF,82,NA,27.1,5.6,11.2,0.501,4.1,5.3,0.775,NA,NA,7.3,1.8,NA,NA,2.9,15.4
1970-71,30,BOS,NBA,SF,82,NA,27.5,5,10.7,0.468,3.9,5.2,0.744,NA,NA,6.9,1.9,NA,NA,2.8,13.9
1971-72,31,BOS,NBA,PF,82,NA,25.4,4.7,9.9,0.48,4.3,5.5,0.788,NA,NA,5.5,2.3,NA,NA,2.7,13.8
1972-73,32,BOS,NBA,SF,72,NA,19.8,4.3,9,0.476,2.2,2.6,0.846,NA,NA,4.4,1.4,NA,NA,2.2,10.8
1973-74,33,BOS,NBA,SF,82,NA,21.3,4.4,8.7,0.508,2.6,3.3,0.788,1.1,3.1,4.2,2,0.2,0.2,2.3,11.5
1974-75,34,BOS,NBA,SF,79,NA,26,5.4,9.9,0.539,3.3,4,0.827,1.6,4.3,5.9,2.3,0.4,0.2,3,14
1975-76,35,BOS,NBA,SF,75,NA,12.6,2.3,5.1,0.462,1.7,2.1,0.789,0.7,1.7,2.4,1,0.2,0.1,1.5,6.4
Career,NA,,NBA,,1053,NA,20.6,3.8,8,0.48,2.7,3.6,0.765,1.2,3.1,4.9,1.4,0.3,0.1,2.3,10.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,BOS,NBA,,872,NA,21.8,4.3,8.8,0.484,2.9,3.8,0.769,1.2,3.1,5.2,1.6,0.3,0.1,2.4,11.4
2 seasons,NA,LAL,NBA,,119,NA,13.8,1.4,3.4,0.419,1.4,1.9,0.744,NA,NA,3.3,0.8,NA,NA,1.9,4.3
1 season,NA,CHZ,NBA,,62,NA,17.3,2.1,4.7,0.44,2.6,3.6,0.729,NA,NA,4.5,1.2,NA,NA,2.2,6.8
