Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,LAL,NBA,SF,5,NA,56,7,13,0.538,3,3,1,NA,NA,13,2,NA,NA,11,17
1964-65,24,LAL,NBA,SF,11,NA,212,24,53,0.453,19,25,0.76,NA,NA,59,19,NA,NA,31,67
1965-66,25,BOS,NBA,SF,17,NA,316,50,118,0.424,42,52,0.808,NA,NA,85,13,NA,NA,50,142
1966-67,26,BOS,NBA,SF,9,NA,142,27,59,0.458,10,17,0.588,NA,NA,42,9,NA,NA,12,64
1967-68,27,BOS,NBA,SF,19,NA,468,91,175,0.52,55,74,0.743,NA,NA,143,32,NA,NA,49,237
1968-69,28,BOS,NBA,SF,18,NA,348,87,168,0.518,50,60,0.833,NA,NA,83,21,NA,NA,51,224
1971-72,31,BOS,NBA,PF,11,NA,308,52,99,0.525,41,48,0.854,NA,NA,61,21,NA,NA,30,145
1972-73,32,BOS,NBA,SF,13,NA,303,47,101,0.465,49,56,0.875,NA,NA,38,15,NA,NA,29,143
1973-74,33,BOS,NBA,SF,18,NA,467,82,164,0.5,41,53,0.774,25,72,97,35,8,3,54,205
1974-75,34,BOS,NBA,SF,11,NA,274,66,117,0.564,37,41,0.902,18,27,45,26,2,2,36,169
1975-76,35,BOS,NBA,SF,18,NA,315,52,108,0.481,60,69,0.87,17,36,53,17,3,2,46,164
Career,NA,,NBA,,150,NA,3209,585,1175,0.498,407,498,0.817,60,135,719,210,13,7,399,1577
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BOS,NBA,,134,NA,2941,554,1109,0.5,385,470,0.819,60,135,647,189,13,7,357,1493
2 seasons,NA,LAL,NBA,,16,NA,268,31,66,0.47,22,28,0.786,NA,NA,72,21,NA,NA,42,84
