,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,LAL,NBA,,2,4,2,2,,,6,1,,,6,5
1964-65,24,LAL,NBA,,4,9,3,4,,,10,4,,,5,10
1965-66,25,BOS,NBA,,8,,6,8,,,,,,,,17
1966-67,26,BOS,NBA,,5,,3,7,,,,,,,,13
1967-68,27,BOS,NBA,,11,,9,13,,,,,,,,26
1968-69,28,BOS,NBA,,10,19,7,7,,,9,3,,,5,25
1971-72,31,BOS,NBA,,12,22,6,7,,,10,5,,,5,27
1972-73,32,BOS,NBA,,8,14,12,13,,,5,2,,,5,21
1973-74,33,BOS,NBA,,10,18,9,9,,,10,5,,,6,24
1974-75,34,BOS,NBA,,11,,9,10,,,,,,,,25
1975-76,35,BOS,NBA,,10,14,10,10,,,6,3,,,6,27
Career,,,,,12,,12,13,,,,,,,,27
9 Seasons,,BOS,NBA,,12,,12,13,,,,,,,,27
2 Seasons,,LAL,NBA,,4,9,3,4,,,10,4,,,6,10
