Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,LAL,NBA,SF,5,NA,11.2,1.4,2.6,0.538,0.6,0.6,1,NA,NA,2.6,0.4,NA,NA,2.2,3.4
1964-65,24,LAL,NBA,SF,11,NA,19.3,2.2,4.8,0.453,1.7,2.3,0.76,NA,NA,5.4,1.7,NA,NA,2.8,6.1
1965-66,25,BOS,NBA,SF,17,NA,18.6,2.9,6.9,0.424,2.5,3.1,0.808,NA,NA,5,0.8,NA,NA,2.9,8.4
1966-67,26,BOS,NBA,SF,9,NA,15.8,3,6.6,0.458,1.1,1.9,0.588,NA,NA,4.7,1,NA,NA,1.3,7.1
1967-68,27,BOS,NBA,SF,19,NA,24.6,4.8,9.2,0.52,2.9,3.9,0.743,NA,NA,7.5,1.7,NA,NA,2.6,12.5
1968-69,28,BOS,NBA,SF,18,NA,19.3,4.8,9.3,0.518,2.8,3.3,0.833,NA,NA,4.6,1.2,NA,NA,2.8,12.4
1971-72,31,BOS,NBA,PF,11,NA,28,4.7,9,0.525,3.7,4.4,0.854,NA,NA,5.5,1.9,NA,NA,2.7,13.2
1972-73,32,BOS,NBA,SF,13,NA,23.3,3.6,7.8,0.465,3.8,4.3,0.875,NA,NA,2.9,1.2,NA,NA,2.2,11
1973-74,33,BOS,NBA,SF,18,NA,25.9,4.6,9.1,0.5,2.3,2.9,0.774,1.4,4,5.4,1.9,0.4,0.2,3,11.4
1974-75,34,BOS,NBA,SF,11,NA,24.9,6,10.6,0.564,3.4,3.7,0.902,1.6,2.5,4.1,2.4,0.2,0.2,3.3,15.4
1975-76,35,BOS,NBA,SF,18,NA,17.5,2.9,6,0.481,3.3,3.8,0.87,0.9,2,2.9,0.9,0.2,0.1,2.6,9.1
Career,NA,,NBA,,150,NA,21.4,3.9,7.8,0.498,2.7,3.3,0.817,1.3,2.9,4.8,1.4,0.3,0.1,2.7,10.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BOS,NBA,,134,NA,21.9,4.1,8.3,0.5,2.9,3.5,0.819,1.3,2.9,4.8,1.4,0.3,0.1,2.7,11.1
2 seasons,NA,LAL,NBA,,16,NA,16.8,1.9,4.1,0.47,1.4,1.8,0.786,NA,NA,4.5,1.3,NA,NA,2.6,5.3
