,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,CHZ,NBA,,10,,10,,,,,,,,,25
1963-64,23,LAL,NBA,,7,,6,7,,,,,,,,16
1964-65,24,LAL,NBA,,5,,5,6,,,,,,,,11
1965-66,25,BOS,NBA,,10,,11,16,,,,,,,,25
1966-67,26,BOS,NBA,,11,,8,11,,,,,,,,24
1967-68,27,BOS,NBA,,11,,13,15,,,,,,,,25
1968-69,28,BOS,NBA,,11,,9,12,,,,,,,,28
1969-70,29,BOS,NBA,,13,,14,15,,,,,,,,40
1970-71,30,BOS,NBA,,15,,10,10,,,,,,,,36
1971-72,31,BOS,NBA,,10,,11,14,,,,,,,,27
1972-73,32,BOS,NBA,,12,,9,9,,,,,,,,30
1973-74,33,BOS,NBA,,13,,9,10,,,,,,,,29
1974-75,34,BOS,NBA,,15,,10,11,,,,,,,,35
1975-76,35,BOS,NBA,,11,,9,13,,,,,,,,27
Career,,,,,15,,14,,,,,,,,,40
11 Seasons,,BOS,NBA,,15,,14,16,,,,,,,,40
2 Seasons,,LAL,NBA,,7,,6,7,,,,,,,,16
1 Season,,CHZ,NBA,,10,,10,,,,,,,,,25
