Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1963-64,23,LAL,NBA,SF,5,56,11.1,0.594,0.231,NA,NA,NA,5.7,NA,NA,NA,0.1,0,0.1,0.083,NA,NA,NA,NA,NA
1964-65,24,LAL,NBA,SF,11,212,12.1,0.523,0.472,NA,NA,NA,11.8,NA,NA,NA,0.3,0,0.2,0.056,NA,NA,NA,NA,NA
1965-66,25,BOS,NBA,SF,17,316,13.2,0.504,0.441,NA,NA,NA,5.6,NA,NA,NA,0.3,0.5,0.8,0.127,NA,NA,NA,NA,NA
1966-67,26,BOS,NBA,SF,9,142,14.5,0.481,0.288,NA,NA,NA,8.4,NA,NA,NA,0.1,0.2,0.3,0.103,NA,NA,NA,NA,NA
1967-68,27,BOS,NBA,SF,19,468,18.5,0.571,0.423,NA,NA,NA,9.5,NA,NA,NA,1.3,0.6,1.9,0.191,NA,NA,NA,NA,NA
1968-69,28,BOS,NBA,SF,18,348,21.6,0.576,0.357,NA,NA,NA,9.7,NA,NA,NA,1.5,0.3,1.8,0.25,NA,NA,NA,NA,NA
1971-72,31,BOS,NBA,PF,11,308,16.5,0.604,0.485,NA,NA,9.6,9.1,NA,NA,NA,1,0.1,1.1,0.169,NA,NA,NA,NA,NA
1972-73,32,BOS,NBA,SF,13,303,14.6,0.569,0.554,NA,NA,6.3,6.5,NA,NA,NA,0.8,0.2,1,0.164,NA,NA,NA,NA,NA
1973-74,33,BOS,NBA,SF,18,467,15,0.547,0.323,5.7,16.1,11,10.9,0.8,0.3,NA,0.9,0.7,1.6,0.16,NA,2.2,-0.2,2,0.5
1974-75,34,BOS,NBA,SF,11,274,19.9,0.626,0.35,6.4,11.3,8.7,14,0.3,0.4,NA,1.2,0,1.2,0.209,NA,4.6,-0.3,4.2,0.4
1975-76,35,BOS,NBA,SF,18,315,16,0.593,0.639,5.8,12.1,9,8.4,0.5,0.4,NA,0.8,0.4,1.2,0.186,NA,2,-0.6,1.4,0.3
Career,NA,,NBA,,150,3209,16.4,0.566,0.424,5.9,13.7,9.1,9.3,0.6,0.4,NA,8.4,2.9,11.3,0.168,NA,2.7,-0.3,2.4,1.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BOS,NBA,,134,2941,16.8,0.567,0.424,5.9,13.7,9.1,9.2,0.6,0.4,NA,8,3,10.9,0.178,NA,2.7,-0.3,2.4,1.2
2 seasons,NA,LAL,NBA,,16,268,11.9,0.536,0.424,NA,NA,NA,10.5,NA,NA,NA,0.4,-0.1,0.3,0.062,NA,NA,NA,NA,NA
