Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,CHZ,NBA,SF,62,NA,1071,129,293,0.44,161,221,0.729,NA,NA,279,72,NA,NA,136,419
1963-64,23,LAL,NBA,SF,80,NA,1406,135,323,0.418,149,201,0.741,NA,NA,323,76,NA,NA,181,419
1964-65,24,LAL,NBA,SF,39,NA,238,36,85,0.424,20,26,0.769,NA,NA,73,24,NA,NA,40,92
1965-66,25,BOS,NBA,SF,75,NA,1765,271,618,0.439,223,326,0.684,NA,NA,403,79,NA,NA,187,765
1966-67,26,BOS,NBA,SF,79,NA,1202,227,509,0.446,141,190,0.742,NA,NA,295,65,NA,NA,143,595
1967-68,27,BOS,NBA,SF,82,NA,1498,312,632,0.494,195,268,0.728,NA,NA,431,103,NA,NA,178,819
1968-69,28,BOS,NBA,SF,82,NA,1773,374,771,0.485,201,259,0.776,NA,NA,458,92,NA,NA,198,949
1969-70,29,BOS,NBA,PF,82,NA,2224,461,920,0.501,337,435,0.775,NA,NA,601,148,NA,NA,238,1259
1970-71,30,BOS,NBA,SF,82,NA,2254,412,881,0.468,317,426,0.744,NA,NA,565,153,NA,NA,232,1141
1971-72,31,BOS,NBA,PF,82,NA,2086,389,811,0.48,356,452,0.788,NA,NA,453,192,NA,NA,220,1134
1972-73,32,BOS,NBA,SF,72,NA,1425,309,649,0.476,159,188,0.846,NA,NA,315,102,NA,NA,155,777
1973-74,33,BOS,NBA,SF,82,NA,1748,364,717,0.508,215,273,0.788,90,255,345,162,19,13,189,943
1974-75,34,BOS,NBA,SF,79,NA,2052,423,785,0.539,263,318,0.827,127,342,469,181,32,15,239,1109
1975-76,35,BOS,NBA,SF,75,NA,943,175,379,0.462,127,161,0.789,56,126,182,77,14,7,115,477
Career,NA,,NBA,,1053,NA,21685,4017,8373,0.48,2864,3744,0.765,273,723,5192,1526,65,35,2451,10898
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,BOS,NBA,,872,NA,18970,3717,7672,0.484,2534,3296,0.769,273,723,4517,1354,65,35,2094,9968
2 seasons,NA,LAL,NBA,,119,NA,1644,171,408,0.419,169,227,0.744,NA,NA,396,100,NA,NA,221,511
1 season,NA,CHZ,NBA,,62,NA,1071,129,293,0.44,161,221,0.729,NA,NA,279,72,NA,NA,136,419
