Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,LAL,NBA,SF,5,NA,56,4.5,8.4,0.538,1.9,1.9,1,NA,NA,8.4,1.3,NA,NA,7.1,10.9
1964-65,24,LAL,NBA,SF,11,NA,212,4.1,9,0.453,3.2,4.2,0.76,NA,NA,10,3.2,NA,NA,5.3,11.4
1965-66,25,BOS,NBA,SF,17,NA,316,5.7,13.4,0.424,4.8,5.9,0.808,NA,NA,9.7,1.5,NA,NA,5.7,16.2
1966-67,26,BOS,NBA,SF,9,NA,142,6.8,15,0.458,2.5,4.3,0.588,NA,NA,10.6,2.3,NA,NA,3,16.2
1967-68,27,BOS,NBA,SF,19,NA,468,7,13.5,0.52,4.2,5.7,0.743,NA,NA,11,2.5,NA,NA,3.8,18.2
1968-69,28,BOS,NBA,SF,18,NA,348,9,17.4,0.518,5.2,6.2,0.833,NA,NA,8.6,2.2,NA,NA,5.3,23.2
1971-72,31,BOS,NBA,PF,11,NA,308,6.1,11.6,0.525,4.8,5.6,0.854,NA,NA,7.1,2.5,NA,NA,3.5,16.9
1972-73,32,BOS,NBA,SF,13,NA,303,5.6,12,0.465,5.8,6.7,0.875,NA,NA,4.5,1.8,NA,NA,3.4,17
1973-74,33,BOS,NBA,SF,18,NA,467,6.3,12.6,0.5,3.2,4.1,0.774,1.9,5.6,7.5,2.7,0.6,0.2,4.2,15.8
1974-75,34,BOS,NBA,SF,11,NA,274,8.7,15.4,0.564,4.9,5.4,0.902,2.4,3.5,5.9,3.4,0.3,0.3,4.7,22.2
1975-76,35,BOS,NBA,SF,18,NA,315,5.9,12.3,0.481,6.9,7.9,0.87,1.9,4.1,6.1,1.9,0.3,0.2,5.3,18.7
Career,NA,,NBA,,150,NA,3209,6.6,13.2,0.498,4.6,5.6,0.817,2,4.6,8.1,2.4,0.4,0.2,4.5,17.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BOS,NBA,,134,NA,2941,6.8,13.6,0.5,4.7,5.8,0.819,2,4.6,7.9,2.3,0.4,0.2,4.4,18.3
2 seasons,NA,LAL,NBA,,16,NA,268,4.2,8.9,0.47,3,3.8,0.786,NA,NA,9.7,2.8,NA,NA,5.6,11.3
