,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1976-77,23,CLE,NBA,,3,7,2,2,1,1,1,2,1,0,3,6
Career,,,,,3,7,2,2,1,1,1,2,1,0,3,6
