,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,24,NYK,BAA,,2,,3,4,,,,7
1947-48,25,NYK,BAA,,4,,4,6,,,,11
1948-49,26,NYK,BAA,,5,,5,8,,,5,15
1949-50,27,NYK,NBA,,0,0,0,0,,0,2,0
Career,,,TOT,,5,,5,8,,,,15
,,,NBA,,0,0,0,0,,0,2,0
,,,BAA,,5,,5,8,,,,15
,,,,,,,,,,,,
