,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,24,NYK,BAA,,2,,5,,,,,7
1947-48,25,NYK,BAA,,4,,6,,,,,14
1948-49,26,NYK,BAA,,7,,8,13,,,,22
1949-50,27,NYK,NBA,,6,,7,11,,,,14
Career,,,TOT,,7,,8,,,,,22
,,,NBA,,6,,7,11,,,,14
,,,BAA,,7,,8,,,,,22
,,,,,,,,,,,,
