,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,23,NOH,NBA,C,8,72,.615,4.8,1.000,.462,.385,.000,.154,.000,.615,.833,.400,,.500,,.250,.077,1,,,,0,0
2008-09,24,NOH,NBA,C,4,53,.462,5.0,1.000,.692,.000,.154,.154,.000,.462,.667,,.000,.000,,.833,.385,4,,,,0,0
2010-11,26,ATL,NBA,C,8,35,.200,1.8,1.000,.800,.200,.000,.000,.000,.200,.250,.000,,,,.000,.200,1,,,,0,0
2013-14,29,GSW,NBA,C,7,17,.500,8.0,.875,.375,.375,.000,.125,.125,.571,.667,.667,,.000,.000,.750,.250,1,,.000,,0,0
Career,,,NBA,,27,177,.487,5.2,.974,.564,.231,.051,.128,.026,.500,.636,.444,.000,.200,.000,.526,.231,7,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NOH,NBA,,12,125,.538,4.9,1.000,.577,.192,.077,.154,.000,.538,.733,.400,.000,.250,,.500,.231,5,,,,0,0
1 season,,ATL,NBA,,8,35,.200,1.8,1.000,.800,.200,.000,.000,.000,.200,.250,.000,,,,.000,.200,1,,,,0,0
1 season,,GSW,NBA,,7,17,.500,8.0,.875,.375,.375,.000,.125,.125,.571,.667,.667,,.000,.000,.750,.250,1,,.000,,0,0
