Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,BOS,NBA,C,7,NA,42,3,8,0.375,1,3,0.333,14,1,22,7
1955-56,23,BOS,NBA,C,3,NA,23,2,7,0.286,0,4,0,11,0,5,4
Career,NA,,NBA,,10,NA,65,5,15,0.333,1,7,0.143,25,1,27,11
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,10,NA,65,5,15,0.333,1,7,0.143,25,1,27,11
