,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,21,UTA,NBA,SG,11,411,39%,61%,,,,-2.1,-1.6,17,9,11,3,20,1,112,6,23
2018-19,22,UTA,NBA,SG,5,193,25%,75%,,,,-9.0,+0.8,10,8,5,0,14,0,38,2,13
Career,,,NBA,,16,604,34%,66%,,,,-4.3,-0.9,27,17,16,3,34,1,150,8,36
