Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,21,SEA,NBA,C,26,0,331,56,76,0.737,0,0,NA,56,76,0.737,0.737,21,42,0.5,27,52,79,4,11,20,10,42,133
1999-00,22,SEA,NBA,C,58,2,746,102,177,0.576,0,0,NA,102,177,0.576,0.576,45,91,0.495,54,125,179,24,15,46,45,127,249
2000-01,23,SEA,NBA,C,70,44,1143,138,264,0.523,0,0,NA,138,264,0.523,0.523,41,93,0.441,92,159,251,57,18,49,75,141,317
2001-02,24,LAL,NBA,C,21,0,104,12,21,0.571,0,0,NA,12,21,0.571,0.571,2,8,0.25,8,17,25,7,0,5,8,14,26
2002-03,25,TOR,NBA,C,67,25,1367,194,395,0.491,0,0,NA,194,395,0.491,0.491,69,126,0.548,95,260,355,43,28,60,96,162,457
2003-04,26,CLE,NBA,C,2,0,12,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,1,3,4,0,0,0,1,4,0
2004-05,27,ATL,NBA,C,10,0,88,7,13,0.538,0,0,NA,7,13,0.538,0.538,1,5,0.2,7,14,21,0,3,8,6,24,15
2007-08,30,DEN,NBA,C,6,1,33,1,1,1,0,0,NA,1,1,1,1,1,2,0.5,1,6,7,0,0,5,4,7,3
Career,NA,,NBA,,260,72,3824,510,947,0.539,0,0,NA,510,947,0.539,0.539,180,367,0.49,285,636,921,135,75,193,245,521,1200
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,154,46,2220,296,517,0.573,0,0,NA,296,517,0.573,0.573,107,226,0.473,173,336,509,85,44,115,130,310,699
1 season,NA,TOR,NBA,,67,25,1367,194,395,0.491,0,0,NA,194,395,0.491,0.491,69,126,0.548,95,260,355,43,28,60,96,162,457
1 season,NA,LAL,NBA,,21,0,104,12,21,0.571,0,0,NA,12,21,0.571,0.571,2,8,0.25,8,17,25,7,0,5,8,14,26
1 season,NA,ATL,NBA,,10,0,88,7,13,0.538,0,0,NA,7,13,0.538,0.538,1,5,0.2,7,14,21,0,3,8,6,24,15
1 season,NA,DEN,NBA,,6,1,33,1,1,1,0,0,NA,1,1,1,1,1,2,0.5,1,6,7,0,0,5,4,7,3
1 season,NA,CLE,NBA,,2,0,12,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,1,3,4,0,0,0,1,4,0
