,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,21,SEA,NBA,28:32,6,7,0,0,6,7,4,7,4,6,9,1,2,4,1,5,14,13.9
1999-00,22,SEA,NBA,24:51,6,9,0,0,6,9,4,8,4,9,11,4,2,5,6,5,15,16.7
2000-01,23,SEA,NBA,38:08,6,10,0,0,6,10,4,6,9,8,13,4,2,4,3,5,13,13.8
2001-02,24,LAL,NBA,15:08,3,4,0,0,3,4,1,2,2,4,4,2,0,1,2,3,6,4.1
2002-03,25,TOR,NBA,35:41,7,15,0,0,7,15,3,7,6,13,15,4,3,4,5,6,16,13.0
2003-04,26,CLE,NBA,10:13,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,2,0,0.8
2004-05,27,ATL,NBA,15:17,2,6,0,0,2,6,1,2,3,3,6,0,1,3,2,5,5,4.4
2007-08,30,DEN,NBA,18:23,1,1,0,0,1,1,1,2,1,3,4,0,0,2,2,3,2,1.6
Career,,,,38:08,7,15,0,0,7,15,4,8,9,13,15,4,3,5,6,6,16,16.7
3 Seasons,,SEA,NBA,38:08,6,10,0,0,6,10,4,8,9,9,13,4,2,5,6,5,15,16.7
1 Season,,TOR,NBA,35:41,7,15,0,0,7,15,3,7,6,13,15,4,3,4,5,6,16,13.0
1 Season,,LAL,NBA,15:08,3,4,0,0,3,4,1,2,2,4,4,2,0,1,2,3,6,4.1
1 Season,,ATL,NBA,15:17,2,6,0,0,2,6,1,2,3,3,6,0,1,3,2,5,5,4.4
1 Season,,DEN,NBA,18:23,1,1,0,0,1,1,1,2,1,3,4,0,0,2,2,3,2,1.6
1 Season,,CLE,NBA,10:13,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,2,0,0.8
