Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,23,CLE,NBA,SF,10,0,43,12.4,33.6,0.37,5,7.5,0.667,7.5,26.1,0.286,6.2,7.5,0.833,2.5,5,7.5,3.7,0,0,2.5,5,36.1,NA,105,112
2005-06,24,CLE,NBA,SF,36,0,315,4.9,14.4,0.341,2,6.1,0.333,2.9,8.3,0.347,4.4,5.6,0.788,2.7,4.1,6.8,4.2,1.9,0.3,5.3,5.1,16.3,NA,90,107
2006-07,25,TOT,NBA,SF,13,2,138,7.2,16.2,0.442,1.9,6.4,0.294,5.3,9.8,0.538,1.9,3.4,0.556,0.8,3,3.8,4.9,1.9,0.4,2.6,5.6,18.1,NA,98,108
2006-07,25,LAC,NBA,SF,3,0,16,3.3,26.4,0.125,3.3,13.2,0.25,0,13.2,0,0,0,NA,0,3.3,3.3,13.2,0,0,3.3,9.9,9.9,NA,59,112
2006-07,25,TOR,NBA,SF,10,2,122,7.6,14.9,0.514,1.7,5.5,0.308,5.9,9.3,0.636,2.1,3.8,0.556,0.8,3,3.8,3.8,2.1,0.4,2.5,5.1,19.1,NA,106,107
2007-08,26,MIA,NBA,SF,14,1,228,6.1,18.7,0.325,2.6,7,0.367,3.5,11.7,0.3,3.7,5.4,0.696,1.6,6.1,7.7,4,1.9,0,2.1,5.1,18.4,NA,93,111
Career,NA,,NBA,,73,3,724,6.2,17.2,0.357,2.3,6.5,0.36,3.8,10.7,0.356,3.8,5.2,0.732,2,4.5,6.5,4.3,1.8,0.2,3.6,5.2,18.5,NA,93,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CLE,NBA,,46,0,358,5.8,16.7,0.348,2.4,6.3,0.381,3.4,10.5,0.329,4.6,5.8,0.795,2.7,4.2,6.9,4.2,1.6,0.3,4.9,5.1,18.7,NA,92,108
1 season,NA,MIA,NBA,,14,1,228,6.1,18.7,0.325,2.6,7,0.367,3.5,11.7,0.3,3.7,5.4,0.696,1.6,6.1,7.7,4,1.9,0,2.1,5.1,18.4,NA,93,111
1 season,NA,TOR,NBA,,10,2,122,7.6,14.9,0.514,1.7,5.5,0.308,5.9,9.3,0.636,2.1,3.8,0.556,0.8,3,3.8,3.8,2.1,0.4,2.5,5.1,19.1,NA,106,107
1 season,NA,LAC,NBA,,3,0,16,3.3,26.4,0.125,3.3,13.2,0.25,0,13.2,0,0,0,NA,0,3.3,3.3,13.2,0,0,3.3,9.9,9.9,NA,59,112
