,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,24,LAC,NBA,SF,59,753,.510,9.8,.868,.411,.152,.066,.238,.132,.511,.710,.217,.200,.444,.500,.582,.146,19,.800,.550,.545,0,0
2006-07,25,LAC,NBA,PF,53,376,.366,12.4,.829,.317,.073,.134,.305,.171,.397,.577,.167,.455,.240,.214,.519,.085,7,1.000,.214,.000,0,0
2008-09,27,DAL,NBA,PF,62,884,.529,9.4,.819,.471,.104,.063,.181,.181,.575,.731,.348,.643,.275,.325,.596,.149,32,1.000,.600,.292,0,0
2009-10,28,TOT,NBA,PF-SF,57,977,.382,12.0,.854,.331,.126,.094,.303,.146,.415,.524,.313,.500,.312,.189,.611,.063,14,.857,.189,.286,1,0
2009-10,28,DAL,NBA,SF,25,211,.375,16.0,.656,.250,.016,.078,.313,.344,.452,.563,.000,.400,.400,.227,.632,.063,4,.800,.227,.200,0,0
2009-10,28,WAS,NBA,PF,32,766,.384,10.7,.921,.358,.163,.100,.300,.079,.406,.515,.323,.526,.281,.133,.606,.063,10,1.000,.133,.500,1,0
2011-12,30,WAS,NBA,PF,12,262,.547,11.6,.880,.400,.067,.107,.307,.120,.591,.833,.000,.375,.478,.222,.769,.187,14,1.000,.000,,1,0
Career,,,NBA,,243,3252,.462,10.9,.847,.391,.114,.086,.257,.153,.493,.667,.270,.463,.338,.292,.612,.117,86,.914,.375,.333,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAC,NBA,,112,1129,.459,10.7,.854,.378,.124,.090,.262,.146,.472,.670,.207,.333,.361,.382,.564,.124,26,.846,.412,.429,0,0
2 seasons,,DAL,NBA,,87,1095,.495,10.9,.782,.421,.084,.067,.211,.218,.552,.708,.333,.579,.317,.290,.602,.130,36,.944,.468,.276,0,0
2 seasons,,WAS,NBA,,44,1028,.430,11.0,.909,.370,.136,.102,.302,.091,.456,.612,.278,.481,.338,.167,.664,.098,24,1.000,.083,.500,2,0
