Season,Team,Lg,Salary
2015-16,Portland Trail Blazers,NBA,"$525,093"
2016-17,Portland Trail Blazers,NBA,"$874,636"
2017-18,Portland Trail Blazers,NBA,"$1,471,382"
2018-19,Milwaukee Bucks,NBA,"$1,641,000"
Career,(may be incomplete),,"$4,512,111"
