,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,POR,NBA,SG,6,8,,83%,14%,3%,,-23.1,-21.3,0,0,0,0,0,0,0,0,0
2016-17,24,POR,NBA,SG,3,24,8%,71%,20%,,,+4.2,+24.9,0,0,0,0,2,0,11,1,0
2017-18,25,POR,NBA,SG,4,59,,35%,65%,,,-18.3,-12.8,0,1,4,0,1,0,14,0,1
2018-19,26,MIL,NBA,SG,15,324,2%,86%,12%,,,+8.6,-1.5,4,3,8,1,2,3,50,1,4
Career,,,NBA,,28,415,2%,78%,20%,,,+3.9,-2.0,4,4,12,1,5,3,75,2,5
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIL,NBA,,15,324,2%,86%,12%,,,+8.6,-1.5,4,3,8,1,2,3,50,1,4
3 seasons,,POR,NBA,,13,91,2%,49%,49%,1%,,-12.8,-3.6,0,1,4,0,3,0,25,1,1
