,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,POR,NBA,SG,34,143,,98%,2%,,,-7.1,-8.2,5,5,4,0,1,0,25,1,5
2016-17,24,POR,NBA,SG,39,316,11%,85%,4%,,,-5.2,-5.3,11,1,16,2,5,0,70,2,5
2017-18,25,POR,NBA,SG,82,1488,2%,54%,43%,1%,,+4.5,+2.6,23,7,63,6,18,3,225,6,23
2018-19,26,MIL,NBA,SG,61,1261,25%,66%,9%,,,+5.0,-5.2,15,9,47,5,18,6,297,3,19
2019-20,27,MIL,NBA,SG,61,1119,7%,57%,34%,2%,,+6.0,-8.2,26,16,38,1,15,5,237,6,16
Career,,,NBA,,277,4327,11%,62%,27%,1%,,+3.9,-3.4,80,38,168,14,57,14,854,18,68
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,155,1947,3%,62%,34%,1%,,+2.1,+0.5,39,13,83,8,24,3,320,9,33
2 seasons,,MIL,NBA,,122,2380,17%,62%,21%,1%,,+5.5,-6.6,41,25,85,6,33,11,534,9,35
