Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Charlie Davis,,0.8,0.7,-0.1
LaBradford Smith,92.4,0.8,0.8,-0.1
Carlos Terry,90.9,0.8,0.8,-0.1
Patty Mills,88.8,0.9,0.7,0
Kendall Marshall,85.9,0.9,0.8,-0.2
Bobby Lewis,83.9,1,0.7,-0.1
Tony Bennett,83.2,0.9,0.7,0
Litterial Green,81.9,0.8,0.8,0.1
Zoran Planinić,81.6,0.8,0.7,0.1
Acie Law,80.0,0.7,0.6,-0.1
Kris Dunn,76.8,0.9,0.6,0.1
