Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,22,CLE,NBA,SG,61,NA,1144,7.2,17.9,0.402,4.5,5.3,0.84,NA,NA,2.9,3.9,NA,NA,4.5,18.9
1972-73,23,TOT,NBA,SG,75,NA,1419,6.7,16,0.417,3.3,4.3,0.774,NA,NA,2.9,4.7,NA,NA,4.9,16.6
1972-73,23,CLE,NBA,SG,6,NA,86,8.4,17.2,0.488,1.7,2.9,0.571,NA,NA,2.1,4.2,NA,NA,8.4,18.4
1972-73,23,POR,NBA,SG,69,NA,1333,6.6,15.9,0.412,3.4,4.3,0.783,NA,NA,3,4.7,NA,NA,4.7,16.5
1973-74,24,POR,NBA,SG,8,NA,90,5.6,16,0.35,1.2,1.6,0.75,0.8,3.6,4.4,4.4,0.8,0,2.8,12.4
Career,NA,,NBA,,144,NA,2653,6.9,16.8,0.408,3.7,4.6,0.806,0.8,3.6,3,4.3,0.8,0,4.7,17.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,POR,NBA,,77,NA,1423,6.5,15.9,0.408,3.3,4.2,0.782,0.8,3.6,3.1,4.7,0.8,0,4.6,16.3
2 seasons,NA,CLE,NBA,,67,NA,1230,7.3,17.9,0.408,4.3,5.2,0.83,NA,NA,2.8,3.9,NA,NA,4.8,18.8
