Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,28,TOT,NBA,PG,67,NA,NA,3.6,11.6,0.312,1.6,1.9,0.806,NA,2.6,3.1,8.8
1949-50,28,AND,NBA,PG,35,NA,NA,3.8,12.2,0.312,2,2.4,0.855,NA,3,3.2,9.6
1949-50,28,FTW,NBA,PG,32,NA,NA,3.4,11,0.312,1,1.4,0.717,NA,2.1,3,7.9
1950-51,29,FTW,NBA,PG,68,NA,NA,3.5,10.8,0.319,1.7,2.4,0.704,4,2.7,3.6,8.6
1951-52,30,FTW,NBA,PG,66,NA,34.3,3.2,9,0.356,1.5,2.1,0.721,3.4,3.2,3.7,7.9
1952-53,31,FTW,NBA,PG,3,NA,10,1,3,0.333,0.7,1,0.667,0.3,1.7,2,2.7
Career,NA,,NBA,,204,NA,33.3,3.4,10.4,0.327,1.6,2.1,0.74,3.6,2.8,3.4,8.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,FTW,NBA,,169,NA,33.3,3.3,10,0.331,1.5,2.1,0.712,3.6,2.8,3.5,8.1
1 season,NA,AND,NBA,,35,NA,NA,3.8,12.2,0.312,2,2.4,0.855,NA,3,3.2,9.6
