Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,22,FTW,NBA,C,3,NA,NA,0.364,0.222,NA,NA,NA,NA,NA,-0.2,0.2,0,NA
1951-52,23,FTW,NBA,C,2,77,22.8,0.575,0.304,NA,NA,NA,13.3,NA,0.2,0.1,0.3,0.194
1952-53,24,FTW,NBA,C,8,332,25,0.507,0.562,NA,NA,NA,5.9,NA,1,0.1,1.1,0.158
1953-54,25,FTW,NBA,C,4,129,12.9,0.394,0.61,NA,NA,NA,11.2,NA,-0.2,0.2,0,0.008
1954-55,26,FTW,NBA,C,11,331,19.8,0.467,0.48,NA,NA,NA,16.5,NA,0.5,0.4,0.9,0.132
1955-56,27,FTW,NBA,C,10,289,25.2,0.497,0.685,NA,NA,NA,9.5,NA,0.8,0.6,1.5,0.243
1956-57,28,FTW,NBA,C,2,64,30.1,0.679,1,NA,NA,NA,12.6,NA,0.5,-0.1,0.4,0.312
1958-59,30,MNL,NBA,C,13,404,14.2,0.49,0.373,NA,NA,NA,4.4,NA,0.5,0.3,0.8,0.097
1959-60,31,STL,NBA,C,12,205,12.1,0.459,0.338,NA,NA,NA,7.9,NA,0.2,0,0.2,0.052
1960-61,32,STL,NBA,C,8,89,10.2,0.497,0.7,NA,NA,NA,2.8,NA,0.1,0.1,0.2,0.088
Career,NA,,NBA,,73,1920,19.1,0.484,0.503,NA,NA,NA,8.9,NA,3.4,2,5.4,0.136
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,FTW,NBA,,40,1222,22.5,0.485,0.551,NA,NA,NA,11,NA,2.6,1.6,4.2,0.166
2 seasons,NA,STL,NBA,,20,294,11.5,0.468,0.415,NA,NA,NA,6.4,NA,0.3,0.1,0.4,0.063
1 season,NA,MNL,NBA,,13,404,14.2,0.49,0.373,NA,NA,NA,4.4,NA,0.5,0.3,0.8,0.097
