,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1950-51,22,FTW,NBA,,11,,8,11,,,,27
1951-52,23,FTW,NBA,,13,,10,13,,,6,31
1952-53,24,FTW,NBA,,10,,10,18,,,,27
1953-54,25,FTW,NBA,,10,,13,,,,,31
1954-55,26,FTW,NBA,,12,,15,18,,,6,37
1955-56,27,FTW,NBA,,11,,19,22,,,6,33
1956-57,28,FTW,NBA,,8,,12,16,,,6,24
1957-58,29,MNL,NBA,,12,,22,26,,,6,36
1958-59,30,MNL,NBA,,12,,12,14,,,6,36
1959-60,31,TOT,NBA,,10,,10,12,,,,30
1959-60,31,MNL,NBA,,10,,10,12,,,,30
1959-60,31,STL,NBA,,9,,6,9,,,6,21
1960-61,32,STL,NBA,,9,,8,,,,,24
1961-62,33,STL,NBA,,13,,14,,,,,40
Career,,,,,13,,22,,,,,40
7 Seasons,,FTW,NBA,,13,,19,,,,,37
3 Seasons,,MNL,NBA,,12,,22,26,,,,36
3 Seasons,,STL,NBA,,13,,14,,,,,40
