Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,22,FTW,NBA,C,3,NA,NA,4.7,15,0.311,2.7,3.3,0.8,12.3,1.7,1.7,12
1951-52,23,FTW,NBA,C,2,NA,38.5,6,11.5,0.522,3,3.5,0.857,15,2.5,4,15
1952-53,24,FTW,NBA,C,8,NA,41.5,6,15.1,0.397,7.1,8.5,0.838,13.9,0.8,4.3,19.1
1953-54,25,FTW,NBA,C,4,NA,32.3,2.8,10.3,0.268,4.8,6.3,0.76,9.5,1.8,5.3,10.3
1954-55,26,FTW,NBA,C,11,NA,30.1,5.5,13.8,0.395,4.7,6.6,0.712,9.7,2.4,3.9,15.6
1955-56,27,FTW,NBA,C,10,NA,28.9,4.9,13,0.377,7,8.9,0.787,12.7,1.4,3.8,16.8
1956-57,28,FTW,NBA,C,2,NA,32,6.5,11.5,0.565,9.5,11.5,0.826,12.5,3,5,22.5
1958-59,30,MNL,NBA,C,13,NA,31.1,4.3,10.3,0.418,3.2,3.8,0.82,10.5,0.9,3.6,11.8
1959-60,31,STL,NBA,C,12,NA,17.1,2.4,6.2,0.392,1.7,2.1,0.8,5.7,0.9,3,6.5
1960-61,32,STL,NBA,C,8,NA,11.1,1.1,2.5,0.45,1,1.8,0.571,3.5,0.3,1.6,3.3
Career,NA,,NBA,,73,NA,27.4,4.1,10.5,0.394,4.1,5.3,0.781,9.7,1.3,3.5,12.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,FTW,NBA,,40,NA,33,5.2,13.4,0.387,5.8,7.4,0.783,11.9,1.7,4,16.1
2 seasons,NA,STL,NBA,,20,NA,14.7,1.9,4.7,0.404,1.4,2,0.718,4.8,0.7,2.5,5.2
1 season,NA,MNL,NBA,,13,NA,31.1,4.3,10.3,0.418,3.2,3.8,0.82,10.5,0.9,3.6,11.8
