Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,22,FTW,NBA,C,68,NA,NA,0.409,0.419,NA,NA,NA,NA,NA,0.9,3.6,4.5,NA
1951-52,23,FTW,NBA,C,66,2615,21.2,0.45,0.398,NA,NA,NA,NA,NA,3.9,3.2,7.1,0.13
1952-53,24,FTW,NBA,C,67,2303,20.5,0.448,0.538,NA,NA,NA,NA,NA,2.9,3.4,6.3,0.131
1953-54,25,FTW,NBA,C,72,2693,22.8,0.483,0.517,NA,NA,NA,NA,NA,6.5,3.9,10.4,0.186
1954-55,26,FTW,NBA,C,70,2264,23,0.57,0.627,NA,NA,NA,NA,NA,10.3,3,13.3,0.282
1955-56,27,FTW,NBA,C,72,2024,23.8,0.547,0.676,NA,NA,NA,NA,NA,8.6,2.6,11.1,0.264
1956-57,28,FTW,NBA,C,61,1533,19.2,0.484,0.616,NA,NA,NA,NA,NA,3.4,1.3,4.7,0.148
1957-58,29,MNL,NBA,C,72,2200,20,0.491,0.576,NA,NA,NA,NA,NA,5.3,1,6.4,0.139
1958-59,30,MNL,NBA,C,72,1933,16.1,0.473,0.475,NA,NA,NA,NA,NA,2.7,1.5,4.2,0.105
1959-60,31,TOT,NBA,C,72,1964,NA,0.484,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,31,MNL,NBA,C,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,31,STL,NBA,C,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-61,32,STL,NBA,C,68,1208,13.7,0.475,0.425,NA,NA,NA,NA,NA,1.3,1.8,3.1,0.124
1961-62,33,STL,NBA,C,57,1153,14.7,0.541,0.411,NA,NA,NA,NA,NA,2.6,0.5,3.1,0.129
Career,NA,,NBA,,817,21890,20.2,0.485,0.512,NA,NA,NA,NA,NA,48.3,26,74.3,0.153
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,FTW,NBA,,476,13432,21.9,0.483,0.532,NA,NA,NA,NA,NA,36.4,21.1,57.5,0.189
3 seasons,NA,MNL,NBA,,191,4133,18.2,0.484,0.532,NA,NA,NA,NA,NA,8.1,2.5,10.6,0.123
3 seasons,NA,STL,NBA,,150,2361,14.2,0.506,0.419,NA,NA,NA,NA,NA,3.9,2.3,6.2,0.126
