,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1994-95,18,MARYLAND,29,177,29,65,14,37,17,21,,19,16,,,,,89,.446,.378,.810,6.1,3.1,0.7,0.6
1995-96,19,MARYLAND,27,261,38,89,20,44,10,20,,31,21,,,,,106,.427,.455,.500,9.7,3.9,1.1,0.8
1996-97,20,MARYLAND,32,928,115,275,42,131,66,89,,80,78,,,,,338,.418,.321,.742,29.0,10.6,2.5,2.4
1997-98,21,MARYLAND,32,,135,296,60,151,66,87,,104,116,38,6,,,396,.456,.397,.759,,12.4,3.3,3.6
Career,,,120,1366,317,725,136,363,159,217,,234,231,38,6,,,929,.437,.375,.733,15.5,7.7,2.0,1.9
