,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,29,IND,NBA,PG,75,1557,.396,18.6,.450,.093,.117,.128,.112,.550,.435,.400,.520,.400,.417,.364,.369,.000,0,.686,.208,.469,3,0
2006-07,30,TOT,NBA,SG-PG,63,973,.398,17.3,.596,.093,.102,.183,.217,.404,.438,.433,.394,.424,.471,.338,.524,.000,0,.773,.200,.462,1,0
2006-07,30,IND,NBA,SG,37,664,.412,17.0,.611,.095,.104,.190,.222,.389,.437,.429,.435,.476,.408,.372,.627,.000,0,.844,.186,.563,0,0
2006-07,30,GSW,NBA,PG,26,309,.366,17.9,.564,.089,.099,.168,.208,.436,.439,.444,.300,.294,.619,.273,.280,.000,0,.583,.227,.300,1,0
Career,,,NBA,,138,2530,.397,18.0,.513,.093,.111,.152,.157,.487,.436,.414,.470,.412,.449,.355,.446,.000,0,.715,.205,.467,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,112,2221,.402,18.1,.505,.094,.112,.149,.149,.495,.436,.410,.493,.433,.412,.366,.476,.000,0,.729,.202,.492,3,0
1 season,,GSW,NBA,,26,309,.366,17.9,.564,.089,.099,.168,.208,.436,.439,.444,.300,.294,.619,.273,.280,.000,0,.583,.227,.300,1,0
