Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,23,MIA,NBA,PG,51,10,1012,3.1,8.1,0.382,1.5,4.2,0.364,1.6,3.9,0.4,1.6,2,0.786,0.6,3.4,4,4.6,1.4,0.1,2.9,2.7,9.3
2015-16,24,ORL,NBA,PG,55,0,600,4.1,12.1,0.338,2,6.2,0.327,2,5.8,0.351,2,2.7,0.733,0.5,2.8,3.3,5.8,1.4,0.1,2.8,2.3,12.2
2016-17,25,POR,NBA,PG,53,2,512,5.1,12.9,0.399,2.4,6.5,0.37,2.7,6.4,0.429,2.7,3.4,0.776,0.6,3.7,4.3,4.7,2.3,0.1,2.9,2.7,15.3
2017-18,26,POR,NBA,PG,74,10,1535,5.2,12.5,0.42,1.9,5.1,0.376,3.3,7.3,0.45,2.7,3.2,0.841,0.6,3.4,4,3.5,1.9,0.3,2.1,2,15.1
2018-19,27,BRK,NBA,PG,56,2,983,6.2,15.9,0.389,2.8,8.3,0.333,3.4,7.6,0.449,4.2,5.1,0.833,0.7,3,3.7,5.2,1.5,0.6,2.4,2.5,19.4
2019-20,28,TOT,NBA,PG,51,30,1234,5,12,0.412,2.1,6.5,0.32,2.9,5.6,0.518,3.4,4.1,0.823,0.7,3.5,4.3,7.4,1.9,0.3,3.2,2.7,15.4
2019-20,28,MIN,NBA,PG,36,22,856,4.8,11.9,0.403,2,6.7,0.296,2.8,5.2,0.54,3,3.7,0.818,0.7,3.9,4.6,7.9,1.7,0.3,3.2,2.6,14.6
2019-20,28,WAS,NBA,PG,15,8,378,5.3,12.4,0.431,2.3,6,0.381,3,6.4,0.478,4.2,5,0.83,0.8,2.7,3.4,6.3,2.5,0.2,3.3,3,17.1
Career,NA,,NBA,,340,54,5876,4.8,12.2,0.397,2.1,6,0.346,2.8,6.2,0.446,2.8,3.5,0.815,0.6,3.3,4,5.1,1.7,0.3,2.7,2.4,14.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,POR,NBA,,127,12,2047,5.2,12.6,0.415,2,5.5,0.374,3.2,7.1,0.446,2.7,3.3,0.824,0.6,3.5,4.1,3.8,2,0.3,2.3,2.1,15.2
1 season,NA,BRK,NBA,,56,2,983,6.2,15.9,0.389,2.8,8.3,0.333,3.4,7.6,0.449,4.2,5.1,0.833,0.7,3,3.7,5.2,1.5,0.6,2.4,2.5,19.4
1 season,NA,ORL,NBA,,55,0,600,4.1,12.1,0.338,2,6.2,0.327,2,5.8,0.351,2,2.7,0.733,0.5,2.8,3.3,5.8,1.4,0.1,2.8,2.3,12.2
1 season,NA,MIA,NBA,,51,10,1012,3.1,8.1,0.382,1.5,4.2,0.364,1.6,3.9,0.4,1.6,2,0.786,0.6,3.4,4,4.6,1.4,0.1,2.9,2.7,9.3
1 season,NA,MIN,NBA,,36,22,856,4.8,11.9,0.403,2,6.7,0.296,2.8,5.2,0.54,3,3.7,0.818,0.7,3.9,4.6,7.9,1.7,0.3,3.2,2.6,14.6
1 season,NA,WAS,NBA,,15,8,378,5.3,12.4,0.431,2.3,6,0.381,3,6.4,0.478,4.2,5,0.83,0.8,2.7,3.4,6.3,2.5,0.2,3.3,3,17.1
