,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,22,CHI,NBA,SG,42,359,,4%,95%,2%,,+16.9,+8.3,3,5,13,2,28,0,33,4,13
2012-13,23,CHI,NBA,SF,82,2134,,27%,70%,3%,,+3.1,+5.2,25,19,45,8,99,8,259,19,55
2013-14,24,CHI,NBA,SG,67,2591,,71%,29%,,,+4.4,+6.5,48,25,52,13,148,17,394,22,49
2014-15,25,CHI,NBA,SG,65,2513,,70%,30%,,,+4.6,+3.5,43,19,42,23,194,7,492,30,59
2015-16,26,CHI,NBA,SG,67,2474,1%,81%,18%,,,-0.7,+2.6,55,58,63,17,193,5,742,31,56
2016-17,27,CHI,NBA,SF,76,2809,,1%,93%,6%,,+3.2,+10.9,82,48,50,18,289,9,961,53,59
2017-18,28,MIN,NBA,SG,59,2164,,79%,19%,2%,,+8.8,+13.7,61,20,38,10,177,4,649,38,43
2018-19,29,TOT,NBA,SF-SG,65,2185,,12%,77%,12%,,+3.8,+4.2,44,21,47,16,155,5,632,35,43
2018-19,29,MIN,NBA,SG,10,361,,38%,62%,,,-9.1,-8.3,5,3,8,4,28,0,105,5,7
2018-19,29,PHI,NBA,SF,55,1824,,6%,80%,14%,,+6.3,+6.2,39,18,39,12,127,5,527,30,36
2019-20,30,MIA,NBA,SF,54,1851,,,56%,44%,1%,+5.3,+5.1,73,14,25,18,215,4,804,43,42
Career,,,NBA,,577,19080,,43%,50%,7%,,+4.2,+6.6,434,229,375,125,1498,59,4966,275,419
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,CHI,NBA,,399,12880,,48%,50%,2%,,+3.3,+6.0,256,174,265,81,951,46,2881,159,291
2 seasons,,MIN,NBA,,69,2525,,73%,25%,1%,,+6.3,+10.5,66,23,46,14,205,4,754,43,50
1 season,,PHI,NBA,,55,1824,,6%,80%,14%,,+6.3,+6.2,39,18,39,12,127,5,527,30,36
1 season,,MIA,NBA,,54,1851,,,56%,44%,1%,+5.3,+5.1,73,14,25,18,215,4,804,43,42
