Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2011-12,22,CHI,NBA,SG,3,4,-4.9,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.033,NA,-10.9,0.1,-10.8,0
2012-13,23,CHI,NBA,SF,12,490,14.4,0.575,0.322,0.478,2.2,13.7,7.8,10.7,1.7,1,10.3,15,NA,0.9,0.2,1.1,0.105,NA,0.8,1.7,2.5,0.5
2013-14,24,CHI,NBA,SG,5,218,11.4,0.507,0.351,0.404,3.1,11,6.9,8.8,1.5,0,4.3,15.5,NA,0.2,0.2,0.4,0.096,NA,-0.9,1.2,0.3,0.1
2014-15,25,CHI,NBA,SG,12,506,20.8,0.562,0.338,0.338,4,10.4,7.3,14.1,3,1.4,7.9,23.9,NA,1.3,0.8,2.1,0.203,NA,4,1.9,5.8,1
2016-17,27,CHI,NBA,SF,6,239,19.4,0.528,0.213,0.435,4.3,16.2,10.3,19.3,2.2,2.2,10.4,27.1,NA,0.3,0.3,0.6,0.116,NA,2.7,0.6,3.3,0.3
2017-18,28,MIN,NBA,SG,5,170,16.9,0.557,0.27,0.286,2,16.7,9.6,18.8,1.2,0.6,6.6,20.4,NA,0.3,0,0.3,0.098,NA,2.3,0.3,2.6,0.2
2018-19,29,PHI,NBA,SF,12,421,21.1,0.564,0.257,0.411,6,12.5,9.4,23.2,2,1.5,9.6,22.9,NA,1.2,0.6,1.7,0.195,NA,4.4,1.8,6.2,0.9
Career,NA,,NBA,,55,2048,17.8,0.555,0.293,0.393,3.7,12.8,8.3,15.6,2.1,1.2,8.7,20.7,NA,4.3,2,6.3,0.148,NA,2.5,1.5,4,3.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHI,NBA,,38,1457,17,0.551,0.308,0.4,3.3,12.5,7.9,13,2.2,1.2,8.7,20.1,NA,2.8,1.5,4.2,0.14,NA,1.9,1.5,3.5,2
1 season,NA,PHI,NBA,,12,421,21.1,0.564,0.257,0.411,6,12.5,9.4,23.2,2,1.5,9.6,22.9,NA,1.2,0.6,1.7,0.195,NA,4.4,1.8,6.2,0.9
1 season,NA,MIN,NBA,,5,170,16.9,0.557,0.27,0.286,2,16.7,9.6,18.8,1.2,0.6,6.6,20.4,NA,0.3,0,0.3,0.098,NA,2.3,0.3,2.6,0.2
