Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,24,BOS,NBA,SG,2,NA,NA,NA,NA,0.444,NA,NA,0.417,NA,NA,NA,NA
1951-52,25,BOS,NBA,SG,3,NA,112,2.9,6.1,0.474,2.9,5.8,0.5,4.2,5.5,5.1,8.7
1952-53,26,BOS,NBA,SG,6,NA,138,2.9,9.9,0.289,2.9,7,0.407,5.5,3.4,6.3,8.6
1953-54,27,BOS,NBA,SG,6,NA,98,2.6,5.5,0.467,2.2,7,0.316,4.4,2.2,11.8,7.3
Career,NA,,NBA,,17,NA,348,2.8,7.4,0.383,2.7,6.6,0.408,4.8,3.7,7.4,8.3
