Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,23,BAL,NBA,SG,2,NA,34,5,12,0.417,3,4,0.75,NA,NA,16,6,NA,NA,6,13
1966-67,24,CHI,NBA,SG,3,NA,71,12,31,0.387,6,9,0.667,NA,NA,10,1,NA,NA,7,30
1967-68,25,CHI,NBA,SG,5,NA,137,12,37,0.324,19,25,0.76,NA,NA,32,12,NA,NA,19,43
1969-70,27,CHI,NBA,SF,5,NA,190,29,74,0.392,16,25,0.64,NA,NA,39,11,NA,NA,18,74
1970-71,28,CHI,NBA,SG,7,NA,284,51,117,0.436,17,23,0.739,NA,NA,63,17,NA,NA,25,119
1971-72,29,CHI,NBA,SG,4,NA,170,26,64,0.406,11,19,0.579,NA,NA,35,10,NA,NA,18,63
1972-73,30,CHI,NBA,SG,7,NA,292,45,103,0.437,14,19,0.737,NA,NA,59,14,NA,NA,31,104
1973-74,31,CHI,NBA,SG,6,NA,240,39,88,0.443,22,29,0.759,18,44,62,12,7,1,17,100
1974-75,32,CHI,NBA,SG,13,NA,470,75,163,0.46,20,36,0.556,24,72,96,26,20,0,46,170
Career,NA,,NBA,,52,NA,1888,294,689,0.427,128,189,0.677,42,116,412,109,27,1,187,716
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,CHI,NBA,,50,NA,1854,289,677,0.427,125,185,0.676,42,116,396,103,27,1,181,703
1 season,NA,BAL,NBA,,2,NA,34,5,12,0.417,3,4,0.75,NA,NA,16,6,NA,NA,6,13
