Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,31,CHI,NBA,SG,77,NA,2860,6.6,14.7,0.447,3.1,4.4,0.711,2.4,6.5,8.9,2.4,2.9,0.2,4.4,16.3,NA,NA,92
1974-75,32,CHI,NBA,SG,78,NA,2577,7.1,16.2,0.439,3.6,4.8,0.748,3.3,6.7,10.1,3,3.2,0.3,5,17.8,NA,NA,92
1975-76,33,CHI,NBA,SG,22,NA,617,6.5,16.3,0.4,4.3,6.1,0.705,3.1,5.9,9,1.7,2.1,0.4,6,17.3,NA,NA,97
Career,NA,,NBA,,177,NA,6054,6.8,15.5,0.439,3.4,4.7,0.726,2.8,6.5,9.4,2.6,3,0.2,4.8,17,NA,NA,92
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHI,NBA,,177,NA,6054,6.8,15.5,0.439,3.4,4.7,0.726,2.8,6.5,9.4,2.6,3,0.2,4.8,17,NA,NA,92
