Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,23,BAL,NBA,SG,59,NA,16.1,2,4.9,0.415,1.7,2.4,0.705,NA,NA,3.9,1.9,NA,NA,3,5.7
1966-67,24,CHI,NBA,SG,80,NA,36.8,6.6,15.2,0.432,4.3,5.3,0.796,NA,NA,9.1,2.1,NA,NA,3.7,17.4
1967-68,25,CHI,NBA,SG,77,NA,31.9,4.8,12.5,0.385,3.8,5,0.749,NA,NA,7.7,3,NA,NA,3.8,13.3
1968-69,26,CHI,NBA,SG,78,NA,37.7,6.3,15,0.417,4.3,5.7,0.745,NA,NA,7.9,3.5,NA,NA,4,16.8
1969-70,27,CHI,NBA,SF,53,NA,34.4,5.8,13.9,0.421,3.9,6,0.651,NA,NA,7,3.1,NA,NA,3.4,15.6
1970-71,28,CHI,NBA,SG,80,NA,39.3,7.4,16.8,0.441,3.5,4.9,0.715,NA,NA,8.8,3.5,NA,NA,3.6,18.3
1971-72,29,CHI,NBA,SG,82,NA,37,6.5,14.7,0.444,3.1,4.8,0.66,NA,NA,8.4,2.6,NA,NA,3.8,16.2
1972-73,30,CHI,NBA,SG,69,NA,35,4.4,10.6,0.411,1.4,1.9,0.707,NA,NA,6.9,2.2,NA,NA,3.4,10.1
1973-74,31,CHI,NBA,SG,77,NA,37.1,5.4,12,0.447,2.5,3.5,0.711,1.9,5.3,7.2,1.9,2.4,0.1,3.5,13.2
1974-75,32,CHI,NBA,SG,78,NA,33,4.9,11.1,0.439,2.5,3.3,0.748,2.3,4.6,6.9,2.1,2.2,0.2,3.4,12.2
1975-76,33,CHI,NBA,SG,22,NA,28,3.8,9.5,0.4,2.5,3.5,0.705,1.8,3.5,5.3,1,1.2,0.2,3.5,10.1
Career,NA,,NBA,,755,NA,34.1,5.5,12.8,0.427,3.1,4.3,0.722,2.1,4.8,7.4,2.5,2.2,0.2,3.6,14
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,CHI,NBA,,696,NA,35.6,5.7,13.4,0.427,3.2,4.5,0.723,2.1,4.8,7.7,2.6,2.2,0.2,3.6,14.7
1 season,NA,BAL,NBA,,59,NA,16.1,2,4.9,0.415,1.7,2.4,0.705,NA,NA,3.9,1.9,NA,NA,3,5.7
