Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,23,BAL,NBA,SG,2,NA,17,2.5,6,0.417,1.5,2,0.75,NA,NA,8,3,NA,NA,3,6.5
1966-67,24,CHI,NBA,SG,3,NA,23.7,4,10.3,0.387,2,3,0.667,NA,NA,3.3,0.3,NA,NA,2.3,10
1967-68,25,CHI,NBA,SG,5,NA,27.4,2.4,7.4,0.324,3.8,5,0.76,NA,NA,6.4,2.4,NA,NA,3.8,8.6
1969-70,27,CHI,NBA,SF,5,NA,38,5.8,14.8,0.392,3.2,5,0.64,NA,NA,7.8,2.2,NA,NA,3.6,14.8
1970-71,28,CHI,NBA,SG,7,NA,40.6,7.3,16.7,0.436,2.4,3.3,0.739,NA,NA,9,2.4,NA,NA,3.6,17
1971-72,29,CHI,NBA,SG,4,NA,42.5,6.5,16,0.406,2.8,4.8,0.579,NA,NA,8.8,2.5,NA,NA,4.5,15.8
1972-73,30,CHI,NBA,SG,7,NA,41.7,6.4,14.7,0.437,2,2.7,0.737,NA,NA,8.4,2,NA,NA,4.4,14.9
1973-74,31,CHI,NBA,SG,6,NA,40,6.5,14.7,0.443,3.7,4.8,0.759,3,7.3,10.3,2,1.2,0.2,2.8,16.7
1974-75,32,CHI,NBA,SG,13,NA,36.2,5.8,12.5,0.46,1.5,2.8,0.556,1.8,5.5,7.4,2,1.5,0,3.5,13.1
Career,NA,,NBA,,52,NA,36.3,5.7,13.3,0.427,2.5,3.6,0.677,2.2,6.1,7.9,2.1,1.4,0.1,3.6,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,CHI,NBA,,50,NA,37.1,5.8,13.5,0.427,2.5,3.7,0.676,2.2,6.1,7.9,2.1,1.4,0.1,3.6,14.1
1 season,NA,BAL,NBA,,2,NA,17,2.5,6,0.417,1.5,2,0.75,NA,NA,8,3,NA,NA,3,6.5
