Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,23,BAL,NBA,SG,2,34,19,0.472,0.333,NA,NA,NA,22.5,NA,NA,NA,0,0,0,0.07,NA,NA,NA,NA,NA
1966-67,24,CHI,NBA,SG,3,71,9.1,0.429,0.29,NA,NA,NA,2,NA,NA,NA,0,0,0,-0.022,NA,NA,NA,NA,NA
1967-68,25,CHI,NBA,SG,5,137,11.6,0.448,0.676,NA,NA,NA,12.3,NA,NA,NA,0,0.2,0.1,0.049,NA,NA,NA,NA,NA
1969-70,27,CHI,NBA,SF,5,190,10.1,0.435,0.338,NA,NA,NA,7.4,NA,NA,NA,-0.1,0.1,0,0.005,NA,NA,NA,NA,NA
1970-71,28,CHI,NBA,SG,7,284,12.8,0.468,0.197,NA,NA,11.2,8.6,NA,NA,NA,0.1,0.2,0.3,0.047,NA,NA,NA,NA,NA
1971-72,29,CHI,NBA,SG,4,170,10.3,0.435,0.297,NA,NA,9.8,8.1,NA,NA,NA,-0.1,0.1,0,-0.002,NA,NA,NA,NA,NA
1972-73,30,CHI,NBA,SG,7,292,11.7,0.467,0.184,NA,NA,9.1,7.1,NA,NA,NA,0.1,0.4,0.5,0.09,NA,NA,NA,NA,NA
1973-74,31,CHI,NBA,SG,6,240,16,0.496,0.33,7.1,21.9,13.7,8,1.4,0.2,NA,0.4,0.1,0.4,0.086,NA,0.6,0,0.7,0.2
1974-75,32,CHI,NBA,SG,13,470,12.9,0.475,0.221,5.2,16.1,10.6,9.2,2.1,0,NA,0.2,0.8,1,0.102,NA,-0.1,0.4,0.3,0.3
Career,NA,,NBA,,52,1888,12.5,0.464,0.274,5.9,18.1,10.8,8.6,1.9,0.1,NA,0.6,1.9,2.4,0.062,NA,0.1,0.3,0.4,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,CHI,NBA,,50,1854,12.3,0.463,0.273,5.9,18.1,10.8,8.3,1.9,0.1,NA,0.6,1.8,2.4,0.061,NA,0.1,0.3,0.4,0.4
1 season,NA,BAL,NBA,,2,34,19,0.472,0.333,NA,NA,NA,22.5,NA,NA,NA,0,0,0,0.07,NA,NA,NA,NA,NA
