Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,33,LAL,NBA,SG,3,NA,93,7.3,19.8,0.368,3.7,4.2,0.875,3.7,1,4.7,4.7,2.6,0,2.6,4.7,18.3,NA,100,108
1978-79,34,LAL,NBA,SG,6,NA,90,9,16.9,0.531,2.1,2.1,1,0.5,1.6,2.1,4.2,0.5,0,2.6,3.2,20.1,NA,104,113
Career,NA,,NBA,,9,NA,183,8.1,18.4,0.446,2.9,3.1,0.804,2.1,1.3,3.4,4.5,1.6,0,2.6,3.9,19.2,NA,102,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,9,NA,183,8.1,18.4,0.443,2.9,3.1,0.917,2.1,1.3,3.4,4.5,1.6,0,2.6,3.9,19.2,NA,102,110
7 seasons,NA,"STL,ATL",NBA,,0,NA,0,NA,NA,0.446,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
