Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,STL,NBA,SF,80,NA,30.6,7.8,16.6,0.467,2.9,4.1,0.706,NA,NA,5.4,1.2,NA,NA,NA,3.5,18.4
1967-68,23,STL,NBA,SG,46,NA,21,4.9,10.9,0.454,2.6,3.6,0.732,NA,NA,4.2,1.4,NA,NA,NA,2.5,12.5
1968-69,24,ATL,NBA,SF,81,NA,35.4,8.8,18,0.492,4.2,5.4,0.777,NA,NA,6.6,2.7,NA,NA,NA,3.1,21.9
1969-70,25,ATL,NBA,SF,80,NA,38.6,10.4,19.6,0.531,4.6,5.6,0.824,NA,NA,4.7,3.5,NA,NA,NA,2.8,25.4
1970-71,26,ATL,NBA,SF,76,NA,41,10.9,22.5,0.484,5,6.6,0.759,NA,NA,5.1,3.4,NA,NA,NA,2.4,26.8
1971-72,27,ATL,NBA,SG,77,NA,39.5,10.1,20,0.503,4.5,5.6,0.812,NA,NA,5,4,NA,NA,NA,2.9,24.7
1972-73,28,ATL,NBA,SF,75,NA,40.4,10.9,22.8,0.477,5.3,6.4,0.825,NA,NA,6.2,3.4,NA,NA,NA,2.6,27.1
1973-74,29,ATL,NBA,SF,65,NA,39.8,10.4,20.9,0.5,4.5,5.4,0.836,1.9,3.4,5.4,3.3,2.5,0.4,NA,3.2,25.4
1974-75,30,ATL,NBA,SG,11,NA,34.5,8.8,20.5,0.431,4.4,5.2,0.842,1.3,3,4.3,3.6,1.2,0.2,NA,3,22
1975-76,31,ATL,NBA,SG,81,NA,31.6,7,14.9,0.472,2.9,3.6,0.814,1.3,2.4,3.7,2.6,1.5,0.2,NA,3,17
1976-77,32,ATL,NBA,SG,58,NA,30.1,7.1,15.6,0.456,2.4,2.9,0.84,0.8,1.4,2.2,2.7,1.2,0.3,NA,2.8,16.7
1977-78,33,LAL,NBA,SG,82,NA,27.8,6,12.1,0.497,1.7,2.2,0.774,1,1.3,2.3,2.4,1.1,0.2,1.8,2.4,13.7
1978-79,34,LAL,NBA,SG,78,NA,21.6,4.2,8.2,0.517,1.4,1.6,0.887,0.8,1,1.8,1.8,0.7,0.2,1.3,1.7,9.8
Career,NA,,NBA,,890,NA,33.5,8.3,17,0.489,3.5,4.4,0.797,1.2,1.9,4.4,2.7,1.4,0.3,1.6,2.7,20.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,"STL,ATL",NBA,,730,NA,35.4,9,18.5,0.487,4,5,0.795,1.4,2.5,4.9,2.9,1.7,0.3,NA,2.9,22
2 seasons,NA,LAL,NBA,,160,NA,24.8,5.1,10.2,0.505,1.5,1.9,0.821,0.9,1.2,2.1,2.1,1,0.2,1.6,2.1,11.8
