Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,STL,NBA,SF,9,NA,317,77,179,0.43,49,68,0.721,NA,NA,48,15,NA,NA,NA,35,203
1967-68,23,STL,NBA,SG,6,NA,181,44,99,0.444,42,47,0.894,NA,NA,43,14,NA,NA,NA,21,130
1968-69,24,ATL,NBA,SF,11,NA,424,101,216,0.468,40,52,0.769,NA,NA,59,32,NA,NA,NA,43,242
1969-70,25,ATL,NBA,SF,9,NA,360,78,187,0.417,41,50,0.82,NA,NA,40,33,NA,NA,NA,34,197
1970-71,26,ATL,NBA,SF,5,NA,213,49,108,0.454,29,39,0.744,NA,NA,35,15,NA,NA,NA,19,127
1971-72,27,ATL,NBA,SG,6,NA,266,63,139,0.453,24,29,0.828,NA,NA,33,21,NA,NA,NA,13,150
1972-73,28,ATL,NBA,SF,6,NA,255,76,166,0.458,26,29,0.897,NA,NA,47,17,NA,NA,NA,16,178
1977-78,33,LAL,NBA,SG,3,NA,93,14,38,0.368,7,8,0.875,7,2,9,9,5,0,5,9,35
1978-79,34,LAL,NBA,SG,6,NA,90,17,32,0.531,4,4,1,1,3,4,8,1,0,5,6,38
Career,NA,,NBA,,61,NA,2199,519,1164,0.446,262,326,0.804,8,5,318,164,6,0,10,196,1300
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"STL,ATL",NBA,,52,NA,2016,488,1094,0.446,251,314,0.799,NA,NA,305,147,NA,NA,NA,181,1227
2 seasons,NA,LAL,NBA,,9,NA,183,31,70,0.443,11,12,0.917,8,5,13,17,6,0,10,15,73
